	board	thread_no	post_no	subject	author	email	tripcode	capcode	date	user_id	body
0	erobbs	1393182304	1	Let's talk with Jim-san. Part26	名無し編集部員	sage			2014-02-24 04:05:04	RTJfeWft	" このスレは、ピンクちゃんねる管理人改め2ch新管理人のジムさんと英語でお話しようスレです 
英語できる人はできれば英語で書いてくださいな。 
ジムさんはとってもやさしいので、文法とか単語のつづりが「かなり間違っている」英語でも 
きっとわかってくれますよん。 
念のため日本語の原文を添えてもらえれば状況に応じて支援あるかも 

英語はどうしても無理、って人は日本語でどうぞ。 
文法が整っている簡単な日本語は、ジムさんが翻訳して読んでくれます。 

※:機械翻訳だけを書いても意味不明な場合がほとんどです。 
　　機械翻訳の場合日本語を添えると優しい人が翻訳してくれるかもしれません。 

Jim-san cap handles; 
xerxes.maido3.net＠Apparently admin ★ 
酉割れの話もあるので現在はvip40011.maido3.netや 
111.68.39.236(111.68.36.0/22)などでホンモノ表示を行っています。 

prev. thread 
Let's talk with Jim-san. Part25 
http://pele.bbspink.com/test/read.cgi/erobbs/1393089656/ 

2ch新技術者のCode Monkeyさんとお話ししたい方はこちらのスレで。 
Let's talk with Code Monkey-san 
http://pele.bbspink.com/test/read.cgi/erobbs/1393152643/"
1	erobbs	1393182304	2		名無し編集部員	sage			2014-02-24 04:06:01	RTJfeWft	" 適当にここらにもかきこしる 

【雑談】Let's cheer to Jim-san【応援】 
http://pele.bbspink.com/test/read.cgi/erobbs/1284028058/ 

言いたいことだけ言って立ち去るスレッドPART16 
http://pele.bbspink.com/test/read.cgi/erobbs/1377422373/ 

Jimさん関連の雑談所 
http://pele.bbspink.com/test/read.cgi/erobbs/1392979910/ 

Jimさんたちにお願いごとをするスレ。1陳情目 
http://pele.bbspink.com/test/read.cgi/erobbs/1392905889/ 

wiki(とりあえず、勝手に書き込んだりまとめたりできるとこ) 
http://www59.atwiki.jp/bba1267b7d7de26b/"
2	erobbs	1393182304	3		名無し編集部員	sage			2014-02-24 07:33:33	urClIwc3	" 前スレ埋まってたからこっちに書く 
みんなが専用ブラウザ使っているなんて2ちゃん中毒者の妄想です 
これはPVを見れば明らかなんだよね 
一般的ブラウザ＞＞＞＞＞＞専用ブラウザだからPVが回ってる 
2ちゃん中毒が酷い人ほどこの事実が見えなくなる"
3	erobbs	1393182304	4		無銘	sage	r8dzmuHmmn8x		2014-02-24 07:34:26	KMfOdWrC	" Jimさんに直接に何かを言いたいわけではないけど、Jimさんに関連する雑談がしたい方はこちらへ。 
Jimさん関連の雑談所 
http://pele.bbspink.com/test/read.cgi/erobbs/1392979910/"
4	erobbs	1393182304	5		名無し編集部員	sage			2014-02-24 07:44:44	nepnZBU/	" Dear Jim-san 

Do you tolerate '@wiki' of wiki format? (http://atwiki.jp/) 

We put our thought together in it. 
Currently, @wiki has been used in many places in 2ch. 
In addition, valuable information has been accumulated many. 
However, @wiki is a mechanism that can be selected editors whether posting the Affinia. 
Of course, it is also possible to use non-commercial purposes. 
In addition, there is a risk that non-affiliate site is the springboard of Affinia site. 
We call Res-laundering it. 
Because there is a concern of the above, I want to ask Jim-san. 

In addition, in the discussion thread, the following has been illustrated as a substitute for @wiki. 
http://windows.microsoft.com/en-us/windows-live/code-of-conduct 

Finally, we are glad most, it is that 2ch is providing the original wiki. 
If there is even this, the convenience is good all. 

We discussed in the following thread. 
【自治】LR変更予備議論スレ【転載禁止】 
http://hayabusa.2ch.net/test/read.cgi/news4vip/1393184617/"
5	erobbs	1393182304	6		名無し編集部員				2014-02-24 08:00:37	19gTIi15	" 結局 

　　　Hiroyuki ""Jack"" Nishimura 

は昨晩登場せず遁走かｗｗｗｗ"
6	erobbs	1393182304	7		名無し編集部員	sage			2014-02-24 08:08:22	YWCap3CD	" Jim-san 
bg30.2ch.net is down . 
bg30.2ch.net is required by c.2ch.net . 
Please check to bg30.2ch.net . 
thank you . 

--- 
Jim-san 
bg30.2ch.net がサーバーダウンしています。 
bg30.2ch.net は、c.2ch.net において必要と(要求)されています。 
bg30.2ch.net を調べられてください。 
ありがとうございます。"
7	erobbs	1393182304	8		名無し編集部員				2014-02-24 08:10:19	19gTIi15	" 539 名前：名無し編集部員[] 投稿日：2014/02/23(日) 16:50:17.85 ID:eAxqVUjb 
キャップ／トリップは、 JACK★／◆JACK/GoIHM で 
中の人は西村博之に一票！ 
いかにもこの連中ならやりそうなことｗｗｗ"
8	erobbs	1393182304	9		xerxes.maido3.net			＠Apparently admin	2014-02-24 08:15:39	???	 Good morning
9	erobbs	1393182304	10		名無し編集部員				2014-02-24 08:15:59	19gTIi15	 おはよう！
10	erobbs	1393182304	11		名無し編集部員	sage			2014-02-24 08:16:51	FRvJeTqa	 おっはー
11	erobbs	1393182304	12		名無し編集部員	sage			2014-02-24 08:17:25	nepnZBU/	" >>9 
Good morning 
If you do not mind, I want you for the answer >>5."
12	erobbs	1393182304	13		名無し編集部員	sage			2014-02-24 08:18:29	dB5WeDC2	" これみると、たもんがいかに人間的にクズかよく分かるよ 
これ見ると、たもんは賄賂貰ってるだけじゃなくて、性犯罪も犯してる 

【避難所】記者統括役被害者スレッド (256) 
http://r-2ch.com/t/nanmin/1275400670/"
13	erobbs	1393182304	14		名無し編集部員	sage			2014-02-24 08:19:06	l0BHz8fE	 Good morning Jim-san
14	erobbs	1393182304	15		xerxes.maido3.net			＠Apparently admin	2014-02-24 08:22:25	???	" >>5 
I don't know much about atwiki."
15	erobbs	1393182304	16		名無し編集部員				2014-02-24 08:23:12	19gTIi15	" Where is Jack-San now? 
When will he appear???"
16	erobbs	1393182304	17		xerxes.maido3.net			＠Apparently admin	2014-02-24 08:23:27	???	" >>7 
This is not on my server list. I have asked 
for it to be investigated in San Francisco."
17	erobbs	1393182304	18		名無し編集部員	sage			2014-02-24 08:23:32	nepnZBU/	" >>15 
I understand. Thank you. 
What do you think about wiki?"
18	erobbs	1393182304	19		15	sage			2014-02-24 08:26:53	nepnZBU/	" Continuation 
In the discussion of all rights reserved, we are in trouble in handling of wiki. 
We are torn between whether to accept a wiki, in or not. 
So, We want to hear the opinion of Jim-san."
19	erobbs	1393182304	20		名無し編集部員				2014-02-24 08:28:04	19gTIi15	" Wikiの話はスレ違いだ 
Jimが困惑してるのわからないのか？空気読め 

Don7t bother Jim-San about WIKI"
20	erobbs	1393182304	21		名無し編集部員	sage			2014-02-24 08:30:10	YWCap3CD	" >>17 
ありがとうございます！"
21	erobbs	1393182304	22		xerxes.maido3.net			＠Apparently admin	2014-02-24 08:30:42	???	" >>20 
I am not confused, I just don't have time 
to think about atwiki right now. 

It is coffee time."
22	erobbs	1393182304	23		名無し編集部員	sage			2014-02-24 08:31:46	h39FJSru	" >>20 
Troll, get out."
23	erobbs	1393182304	24		名無し編集部員	sage			2014-02-24 08:32:42	nepnZBU/	" >>20 
必死チェッカーが黙認されたように 
wikiについてのJimさんの意見を参考に議論を進めたいと考えております 

Similarly hissi is to that allowed 
We would like to advance the debate by referring to the opinion of Jim's for wiki 

360 名前：Grape Ape ★[] 投稿日：2014/02/23(日) 21:52:24.66 ID:???0 (PC) 
>>348 
Hissi is useful. I tolerate it. 

>>22 
I am sorry. Thank you."
24	erobbs	1393182304	25		名無し編集部員				2014-02-24 08:34:04	qXSX47Pv	" Any additional information about this?↓ 
Now it's Monday. 


827 名前：名無し編集部員[sage] 投稿日：2014/02/22(土) 21:38:49.92 ID:TSKExNXz 
Jim-san. 
Now, 2ch's delete script has stopped. 
Would you announce about 2ch's Deleter's plan for the future in the thread. 

829 名前：xerxes.maido3.net＠Apparently admin ★[] 投稿日：2014/02/22(土) 21:41:17.49 ID:??? 
>>827 
Please wait until ■Sunday night■? 
Jack-san said he would have time to 
talk to me then. I really would like his advice."
25	erobbs	1393182304	26		名無し編集部員	sage			2014-02-24 08:34:44	FGpU8COh	" >>22 
think that atwiki as pastebin 
dont think difficult"
26	erobbs	1393182304	27		名無し編集部員	sage			2014-02-24 08:38:50	FGpU8COh	" あー、wiki がなんとかいうのは、2ch でまとめとしてのwiki をもてばってことかいな 

matome-site can copy us, we can copy them (like GPL) 
and we attach our ad and new thread"
27	erobbs	1393182304	28		名無し編集部員	sage			2014-02-24 08:41:16	FGpU8COh	 >>26 is saying about atwiki of >>2
