	board	thread_no	post_no	subject	author	email	tripcode	capcode	date	user_id	body
0	erobbs	1394092843	1	Let's talk with Jim-san. Part29	名無し編集部員	sage			2014-03-06 17:00:43	Xm3p4bK2	" このスレはピンクちゃんねるCEOで現2ch掌握者、ジムさんと英語でお話しようスレです 
英語できる人はできれば英語で書いてくださいな 
ジムさんはとってもやさしいので、文法とか単語のつづりが「かなり間違ってる」英語でも 
きっとわかってくれますよん 
念のため日本語の原文を添えてもらえれば状況に応じて支援あるかも 

英語はどうしても無理って人は日本語で 
文法が整ってる簡単な日本語はジムさんが翻訳して読んでくれます 

※:機械翻訳だけを書いても意味不明な場合がほとんどです 
　　機械翻訳の場合日本語を添えると優しい人が翻訳してくれるかもしれません 
※.立派な英文投函される方も日本語で本意を示しておくことを推奨(蚊帳の外ゲーム強行?) 

Jim-san cap handles; 
xerxes.maido3.net＠Apparently admin ★ 
酉割れの話もあるので現在はvip40011.maido3.netや 
111.68.39.236(111.68.36.0/22)などでホンモノ表示を行っています 

prev. thread 
Let's talk with Jim-san. Part28 
http://pele.bbspink.com/test/read.cgi/erobbs/1393842044/ 

CTO、Code Monkeyさんとお話ししたい方はこちらのスレで 
Let's talk with Code Monkey-san 
http://pele.bbspink.com/test/read.cgi/erobbs/1393152643/"
1	erobbs	1394092843	2		名無し編集部員	sage			2014-03-06 17:12:29	YqfNSbsw	" Good evening, Jim-san  
Should board setting change of BBSPINK be requested from Mr. JACK as before?  

■PINKの設定等変更依頼総合スレ　３ 
http://pele.bbspink.com/test/read.cgi/erobbs/1372251825/ 

こんばんはJimさん 
BBSPINKの板設定変更は今までどおりJACKさんに依頼すればいいですか？ 


エキサイト翻訳のため文法に自信がありません"
2	erobbs	1394092843	3		名無し編集部員	sage			2014-03-06 17:13:56	+gyJkyhM	" 666 名前：動け動けウゴウゴ２ちゃんねる[sage] 投稿日：2014/03/06(木) 17:01:31.52 ID:1UCadA0o0 
Hello,Jim-san. 
I am http://anago.2ch.net/game/ user. 
The vote about ""Local Rule change"" ended. 
They hope add ""全面転載禁止"" to Local Rule 

こんにちは、Jimさん。 
私はhttp://anago.2ch.net/game/の住人です。 
ローカルルールの変更の投票が終了しました。 
彼らは""全面転載禁止""をLRに追加することを希望しています。 

Old LR field:http://anago.2ch.net/game/head.txt 
Add LR:全面転載禁止 
Board url:http://anago.2ch.net/game/ 
Vote link:http://kohada.2ch.net/test/read.cgi/vote/1393992353/ 

The result: 
agree:55 
disagree:6"
3	erobbs	1394092843	4		名無し編集部員	sage			2014-03-06 17:17:58	ITLiJSSK	" http://qb5.2ch.net/test/read.cgi/operate/1394016863/650 

Hi,Jim-san  

There is a board for which an argument of reproduction is impossible,  
because there is no thread about self-government in the board.  
In such a board, only a man called ""staff writer"" can make a thread.  
When we requested to make a thread about self-government,they don't.  
http://anago.2ch.net/test/read.cgi/moeplus/1393254931/ 
How do they make a thread of self-government?  

転載禁止の議論ができない板があります。  
その板には自治スレがないからです。  
そういう板では「記者」と呼ばれる人だけがスレッドを立てられます。  
自治スレを立ててくれるよう頼んだのですが、彼らはしませんでした。  
http://anago.2ch.net/test/read.cgi/moeplus/1393254931/ 
どうすれば彼らにスレッドを立てさせられますか？"
4	erobbs	1394092843	5		名無し編集部員	sage			2014-03-06 17:21:08	ms0ETBnY	 ハゲばっか
5	erobbs	1394092843	6		名無し編集部員	sage			2014-03-06 17:22:12	hjiZnOdg	" ■■既婚女性板自治スレ 48■■ 
http://ikura.2ch.net/test/read.cgi/ms/1386896103/ 

Hi,Jim-san 

I was shocked when I noticed a serrious vote started  
in married women's board. 
Are you aware of the fact this vote's started within small  
group of people in a rather sneaking manner. 
They are making up a ""convincing fact"" in order to change 2ch to suit them.  

Please ignored whatever result they comes up. THIS VOTE IS VOID. 

If the vote is inevitable, I strongly suggest to  
let the issue known widely to the viewers first. 
It's only fair."
6	erobbs	1394092843	7		名無し編集部員	sage			2014-03-06 17:27:02	GT/tSsXu	" Hello, Jim-san. 

I have a question about ""Ronin"". 
If I charged on the ""Ronin"", can I avoid writing regulations of  
""foreign host that can not be reverse""? 
I will charge without hesitation if your answer is yes. 
But if you say no, ""Ronin"" seem to be of no use to me, unfortunately."
7	erobbs	1394092843	8		名無し編集部員	sage			2014-03-06 17:29:39	wn52o2W+	" なんかjimの調べで2chにサーバ攻撃してるのはブラジルだと判明したらしいんだけど 
たもんはブラジルの社員なの 
たもんの★剥奪は確定か？ 



983 名前：名無し編集部員[] 投稿日：2014/03/06(木) 14:56:44.28 ID:qWwmsgcX 
たもん＝あらいぎまはブラジルの社員 
たもん＝あらいぎまの解雇は確定か？ 

260 名前：番組の途中ですがアフィサイトへの転載は禁止です[sage] 投稿日：2014/03/04(火) 11:31:05.62 ID:oWxa4Oe60 
>>116 
記者キャップ制度を取り仕切ってた 
たもん君 ◆i0l4BEvidTBO ＠あらいぎま編集長 ★ 
というのが未来検索ブラジル側の人間だというのを 
トオルが示唆していたな 

時間があったらおいらが答えるスレ 
http://ipv6.2ch.net/test/read.cgi/refuge/1392783149/169 
> 169 名前：トオル＠せっている ★ [] 投稿日：2014/02/23(日) 02:51:33.30 
> >>130さん 
> ブラジルのことなら、たもんくんに聞いたほうが詳しいと思います。"
8	erobbs	1394092843	9		名無し編集部員	sage			2014-03-06 17:35:09	+gyJkyhM	" >>6 
Voting is being held now. 
So, you'd better go the thread ,and vote agree or disagree rather than complain here."
9	erobbs	1394092843	10		xerxes.maido3.net			＠Apparently admin	2014-03-06 17:40:05	???	" >>7 
Foreign host can post with Ronin If it 
does not work, then please file a bug report and I will fix it."
10	erobbs	1394092843	11		名無し編集部員	sage			2014-03-06 17:42:03	GT/tSsXu	" >>10 
Thank you 
I'm going to charge right now"
11	erobbs	1394092843	12		名無し編集部員	sage			2014-03-06 17:43:58	BuWvMyE6	" Jim-san. 

日本側のサポート（ブラジル）切ったら、日本の顧客（利用者）も切ることになるから 
2chの運営（経営）に響くんじゃないか？"
12	erobbs	1394092843	13		名無し編集部員	sage			2014-03-06 17:46:04	lq6Kl/MD	" >>7 

815 名前：名無し編集部員[sage] 投稿日：2014/02/21(金) 16:54:06.97 ID:+MOUwFyF [19/27] 
>>812 
If I use Ronin, can I post something out side of Japan ? 

829 名前：Code Monkey ★[] 投稿日：2014/02/21(金) 17:02:24.63 ID:??? 
>>815 
Yes it should. If it does not work, please tell me and I will fix it. 

http://pele.bbspink.com/test/read.cgi/erobbs/1392901448/"
13	erobbs	1394092843	14		xerxes.maido3.net			＠Apparently admin	2014-03-06 17:46:32	???	" >>11 
こちろこそどもありがとうございます。"
14	erobbs	1394092843	15		名無し編集部員	sage			2014-03-06 17:49:03	yMTqAHuO	" jimはあらいぎま編集長 ★がブラジルの社員だと知ってるの？ 
さすがに、あらいぎま編集長 から★奪うよな？"
15	erobbs	1394092843	16		名無し編集部員	sage			2014-03-06 17:53:36	lq6Kl/MD	" >>14 
As one of user of 浪人, I would like to suggest that you clarify the benefits of 浪人 for its promotion."
16	erobbs	1394092843	17		名無し編集部員				2014-03-06 17:56:28	K5tuhCEK	" >>9 
Manners. Am I talking to you? I thought I was talking to Jim?? 

Could you please tell me what you think about it, JIM SAN."
17	erobbs	1394092843	18		名無し編集部員	sage			2014-03-06 17:59:44	TdpB76+x	" Derestriction is necessary if you abolish P2 

List of regulation　MadakanaMadakana 
http://qb7.2ch.net/_403/madakana.cgi"
18	erobbs	1394092843	19		名無し編集部員	sage			2014-03-06 18:01:18	+gyJkyhM	" >>17 
Here is his opinion. 

22 ：xerxes.maido3.net＠Apparently admin ★ ：2014/03/03(月) 21:09:43.36 ID:??? 
>>18 
Your argument was argued by top statesmen. 
It was lost in 1965 with the Voting Rights Act. 
We won't have literacy tests, or any other 
Jim Crow laws here. 
Do you think any election is fair? 
Those the advertise, knock on doors, 
argue for their point and make noise usually 
win. That is real democracy. Democracy 
is mob rule."
19	erobbs	1394092843	20		xerxes.maido3.net			＠Apparently admin	2014-03-06 18:06:43	???	" >>17 
>>17 
I will be looking at voting results tomorrow 
evening. I am really busy today. 
I look at the board to make sure it was discussed 
fairly, look at the size of the vote to make sure it 
compairs with the size of the board, andn 
>>19 
そうです。"
20	erobbs	1394092843	21		名無し編集部員				2014-03-06 18:08:54	K5ic9+tV	" jim-san 
削除人を募集する場合、日本の警察により逮捕・起訴される可能性を 
事前に通知すべきだと思います。 

I think should be notice to that effect if you place a recruitment there is a risk of criminal prosecution? deletion system working. 



日本とフィリピンの警察が協力して摘発することはあり得ます。 

The police might be to arrest collaborating. ★ the. 



あなたは削除人募集をかけるに当たって、リスクを説明すべきです 
You have to notify the risk."
