	thread_no	post_no	subject	author	tripcode	capcode	date	user_id	body
0	1209220873	1	Let's talk with Jim-san. Part10	名無し編集部員			2008-04-26 23:41:13	9jJUHrUR	" Let's talk with Jim-san , who is the manager of bbspink.com. 
If you can write your questions or some other things in English, 
please write them in English. 

Since Jim-san is very kind, 
so that in case you get spelling error, 
or write in incorrect grammar, 
he will be able to understand what you want to say. 

Those who cannot understand English may write them in Japanese. 
Accommodating persons will translate for you. 

このスレッドは、ピンクちゃんねるの管理人さんのジムさんと 
英語でお話しようスレです。 
英語できる人は、できれば英語で書いてくださいな。 
ジムさんは、とってもやさしいので 
文法とか単語のつづりが「かなり間違っている」英語でも 
きっとわかってくれますよん。 

英語はどうしても無理、って人は日本語でどうぞ。 
こちらもご利用ください。 
Translation／レス英訳・和訳スレ 
http://set.bbspink.com/test/read.cgi/erobbs/1198773496/ 

Jim-san cap handle. 
Jim ◆6P7QkQf8Ys ＠Apparently admin ★ 

A previous thread 
Let's talk with Jim-san. Part9 
http://set.bbspink.com/test/read.cgi/erobbs/1202891905/"
1	1209220873	2		ＮＡＮＡ	pP.letzIUw		2008-04-27 00:09:38	lI8F1pgv	 Hi Jim.
2	1209220873	3		jim	6P7QkQf8Ys		2008-04-27 01:56:57	smYMCTNL	" おっす 
おはよう　ございます　Ｎａｎａ"
3	1209220873	4			pP.letzIUw		2008-04-27 20:31:17	lI8F1pgv	 おっす(ﾟ?听)
4	1209220873	5		名無し編集部員			2008-04-28 00:05:08	BHeposRY	 good moninng?
5	1209220873	6		jim	6P7QkQf8Ys		2008-04-28 00:34:17	tjCJq9IG	 おはよう　ございます　>>5
6	1209220873	7		名無し編集部員			2008-04-28 00:46:48	3iuLGL/2	" Well, I have seen a TV program or something featuring you  
Jim and your company. 

Which company made the program?"
7	1209220873	8		名無し編集部員			2008-04-28 00:51:05	3iuLGL/2	" http://jp.youtube.com/watch?v=JitcAwajlNA 

This is the youtube-uploaded file however with  
no indication about the film-makers. 

You look like healthy Jim on the film."
8	1209220873	9		jim	6P7QkQf8Ys		2008-04-28 01:19:30	tjCJq9IG	" >>7-8 
げんき　です 
Core Magazine made that video for the book they made about bbspink. 
http://www.coremagazine.co.jp/bbspink/"
9	1209220873	10			piko.x0osg		2008-04-28 07:20:16	TDO74mR6	" Hay! jim fine? 
I want ask you,how do you long spend time for watch TV?"
10	1209220873	11		jim	6P7QkQf8Ys	＠Apparently admin	2008-04-28 07:24:09	???	" >>10 
I watch it about one hour a day at the gym, while I do aerobic training. 
Usually it is CNN, or some sports show. When I am working on my computer 
I have either youtube, or nicovideo on as well."
11	1209220873	12			piko.x0osg		2008-04-28 12:54:50	TDO74mR6	" Thx for your answer. 
ありがとう"
12	1209220873	13		jim	6P7QkQf8Ys	＠Apparently admin	2008-04-28 13:22:49	???	" >>12 
ども　ありがとう 
How often do you watch TV? 
What is your favorite TV show? 
I like Chimpan news. It is probably the best 
show on TV in Japan."
13	1209220873	14			piko.x0osg		2008-04-28 13:38:37	TDO74mR6	" I watch TV for catch news & weather report 
I get movie file on nicovide or youtube too"
14	1209220873	15		名無し編集部員			2008-04-28 13:40:14	zWtbjjIt	 Chimpan newsとかよく知ってんな・・
15	1209220873	16			piko.x0osg		2008-04-28 13:47:38	TDO74mR6	" >>14 
× movie file 
○ motion picture"
16	1209220873	17		jim	6P7QkQf8Ys	＠Apparently admin	2008-04-28 13:55:27	???	" >>15 Chimpan news is important culture from Japan.  
The whole world knows Chimpan news. Japan is famous because of it."
17	1209220873	18		名無し編集部員			2008-04-28 14:03:01	zWtbjjIt	" >>17 
!!! 
超surpriseなんだぜ"
