	board	thread_no	post_no	subject	author	email	tripcode	capcode	date	user_id	body
0	erobbs	1383978434	1	Let's talk with Jim-san. Part21	許早苗	sage			2013-11-09 15:27:14	SJg5QAmF	" このスレッドは、ピンクちゃんねるの管理人さんのジムさんと英語でお話しようスレです。  
英語できる人は、できれば英語で書いてくださいな。  
ジムさんは、とってもやさしいので、文法とか単語のつづりが「かなり間違っている」英語でも  
きっとわかってくれますよん。  

英語はどうしても無理、って人は日本語でどうぞ。  
文法が整っている簡単な日本語は、ジムさんが翻訳して読んでくれます。  
正式な要望等で英文化が必要な方は、こちらもご利用ください。  
Translation／レス英訳・和訳スレ part2 (not available)  
http://pele.bbspink.com/test/read.cgi/erobbs/1338696338/ 

※:機械翻訳だけを書いても意味不明な場合がほとんどです。  
　　機械翻訳の場合日本語を添えると優しい人が翻訳してくれるかもしれません。  

Jim-san cap handles; (not available)  
Apparently admin ★  
◆enUEIWqQt2  
◆RnPZYQR9l19H  
◆IamTAAl4HA  

prev. thread  
Let's talk with Jim-san. Part20 
http://pele.bbspink.com/test/read.cgi/erobbs/1378224674/"
1	erobbs	1383978434	2		名無し編集部員				2013-11-09 18:25:49	P8eFttoW	" >>1消えろよ 

２ｃｈの鯖がunitedlayerにあると嘘を広め続けるunitedlayer厨＝許早苗＝削除寝子 

・PINKと運用情報での自演 
http://www.peeep.us/bb70ca35 http://www.peeep.us/67f0d173 http://www.peeep.us/c6eee50b http://www.peeep.us/e72a4dd5 http://www.peeep.us/b87bef56 

・BOUHANスレでの自演 
http://www.peeep.us/66b6c265 http://www.peeep.us/58d17f5c http://www.peeep.us/50bc4de1 http://www.peeep.us/51729114 http://www.peeep.us/ba75a624 http://www.peeep.us/269b6581 http://www.peeep.us/2e64321d 

http://www.aguse.jp/?url=hccd37dcb2f.bai.ne.jp（兵庫神戸での別ホスト） 
↓ 
http://hccweb.bai.ne.jp/ 
http://baycom.jp/index.html 

http://www.peeep.us/aec94448 
769 : 番組の途中ですがアフィサイトへの転載は禁止です[sage] : 2013/09/01(日) 15:01:26.16 ID:RZxc9RuO0 
>>640 
【２ちゃん削除人＝削除寝子★】 
ツイッター　twitter.com/alice_kobe 

苗字は山岡 
神戸市内でドミノピザの配達圏内の市営住宅に住んでいるナマポBBA　←神戸市ナマポ課に通報せよ 

昭和39年生まれ／生活保護／猫飼ってる／メンヘラ 
神戸市民／市営住宅に住む／独身／障害者手帳持ち／ドミノピザ好き 

★神戸市の市営住宅 
koeinavi.com/search/hyogo_kobe_shiei.html 

削除寝子★、自分でハッセ住所関係の削除依頼を出して自分で削除していた 
http://www.logsoku.com/r/saku2ch/1278504531/54-55 

削除寝子★＝d244.hyg3p8.vectant.ne.jp 
依頼者＝d244.hyg3p8.vectant.ne.jp 
依頼者＝削除寝子★"
2	erobbs	1383978434	3		名無し編集部員	sage			2013-11-09 18:40:55	paK3DEKu	 ぐっでぃぶにん
3	erobbs	1383978434	4		名無し編集部員	sage			2013-11-09 19:37:36	PFNSj+aq	 What does Jim want to do?
4	erobbs	1383978434	5		名無し編集部員	sage			2013-11-09 19:47:12	nDAMpIjX	 新しい●が欲しい
5	erobbs	1383978434	6		arisa		QaHT6HayjI		2013-11-09 22:17:09	RtAi5XGS	" 　　　　 　　　　∧＿∧　　このｳﾝｺは私のｵｺﾞﾘだ >>5 
　　　　　　　　 (`･ω･´)　　　ｼｭｯ 
　　　　　　　　（つ 　　と彡　./ 
　　　　　　　　　　　　／　　./ 
　　　　　　　　　 　／　　　./ 
　　　　　　　　　／　　　　/ 
　　　　　　　 ／　　 　 　/ 
　　　　　　／　///　 　/　ﾂﾂｰ 
　　　　 ／　　●　　　/ 
　　　／　　　　　　　./"
6	erobbs	1383978434	7		名無し編集部員	sage			2013-11-09 23:01:48	w2FNnkQM	 futen.cgiを元に戻してくれませんか？
7	erobbs	1383978434	8		名無し編集部員	sage			2013-11-10 00:31:18	yYSYtC79	 ぐない
8	erobbs	1383978434	9		名無し編集部員	sage			2013-11-10 02:36:07	sLazKNjK	 死んでくれないかな？
9	erobbs	1383978434	10		xerxes.maido3.net	sage			2013-11-10 05:24:34	I7rNyJRo	" >>7 
おはようございます"
10	erobbs	1383978434	11		xerxes.maido3.net	sage			2013-11-10 05:26:12	I7rNyJRo	 >>8 ぐもんいんぐ
11	erobbs	1383978434	12		arisa	sage	QaHT6HayjI		2013-11-10 07:10:02	WM+4U2MG	 ぐもーにん　あいむすりーぴー
12	erobbs	1383978434	13		名無し編集部員	sage			2013-11-10 13:17:13	u83WuqY2	 ぐだふたぬーん
13	erobbs	1383978434	14		名無し編集部員				2013-11-10 13:51:05	Oo+rXwG6	" 現状 

・ＦＢＩはまだクラッカーを見つけていない 
・漏洩に対する賠償は今の所一切なし 
・西村が現２ｃｈ管理人である事を知らぬふり 
・Ｎｔｔｅｃ鯖にクレカ関連を全部保存してた事は認める"
14	erobbs	1383978434	15		名無し編集部員				2013-11-10 13:51:40	Oo+rXwG6	" Rokkaでも●と同じcgiを通しセキュリティ的に全く変わってないお粗末な実態 
http://www.peeep.us/48217248 

>KAGI 
>Rokkaからdatを取得するには「KAGI」を認証サーバーより取得する必要があります。 
>https://2chv.tora3.net/futen.cgi?ID=<User ID>&PW=<Password> 

http://www.peeep.us/274a445a 
>559 名前：kageさく〜しゃ ★ 投稿日：2004/05/21(金) 20:24 ID:??? 
>0.99.1.1094 
>・●認証サーバのURLを変更できるようにした。 
>[kage] 
>loginurl=https://tiger2.he.net/~tora3n2c/futen.cgi 
>なお、これは新しいURLが確定するまでの一時的な措置です。 

http://www.peeep.us/08f25c20 
>1 ：FOX ★：04/05/20 15:51 ID:??? 
>またまた　突然ですが 
>●認証サーバの移転をします。 
>旧サーバ tiger.he.net 
>新サーバ　まだ内緒(テスト中) 
>逐次このスレで状況を報告いたします 

>64 ：見習い▲ ★ ：04/05/24 16:04 ID:??? 
>>>61 
>新 URL 
>https://2chv.tora3.net/futen.cgi 

tora3.net→AS32335→NTTechのサーバーネットワーク上のHDD 
西村博之と中尾嘉宏の共同作業 
はい、誰が●認証システムを設置したかこれでばれましたね"
15	erobbs	1383978434	16		許早苗	sage	f6tx3Tsqbo		2013-11-11 02:32:05	aRk3AqYi	" http://yuzuru.2ch.net/test/read.cgi/mu/1369470554/128-n 
http://yuzuru.2ch.net/test/read.cgi/mu/1372680915/308-n 

そういうことだったのか。私は異邦人氏のことを誤解していたらしい。 
彼の言い分が正しいのなら許可を取らずにRokka入れたと 
言う事でJimさんに問題があるという事になる。 

そうなるとなぜ追認を求めるという形を取ったのか?が問題点になる。 
事前に確認を取っておけば問題が無かったですよね。となる。 

rootパスを渡さないではなく、もう少し穏便な形を許可を取るとかも 
出来そうなものだがなぜこうなったのだろう?"
16	erobbs	1383978434	17		名無し編集部員	sage			2013-11-11 04:06:14	8gOY/ubj	" >>16 
前スレでJimが自分で運営の許可なくRokkaを開発したって認めてたじゃん。 

> 958 : 名無し編集部員 : sage : 2013/11/08(金) 22:01:17.35 (p)ID:5wwFUZUK(4) 
> >>957 
> Did you consult with Unei before you developed Rokka?  
> You didn't, right? That's what I'm talking about. 

> 959 : xerxes.maido3.net＠Apparently admin ★ : 2013/11/08(金) 22:14:17.78 ID:??? 
> >>958 
> Good job answering your own question.  
> Do you have a solution? 

http://pele.bbspink.com/test/read.cgi/erobbs/1338790088/"
17	erobbs	1383978434	18		名無し編集部員	sage			2013-11-11 04:30:32	8gOY/ubj	" 一応Jimに運営に謝るように前スレで書いておいたけど。 
彼が聞いてくれるかどうかは不明だよ。 
正直ひろゆきがN.T.Technologyにこだわる理由がわからない。 
過去ログは諦めてまたやり直せばいいじゃない。"
18	erobbs	1383978434	19		名無し編集部員	sage			2013-11-11 06:39:15	j6OZFIEJ	" >>18 
「都合のいい海外の会社」なんてそうそう次が見つかるもんじゃないだろ"
19	erobbs	1383978434	20		名無し編集部員	sage			2013-11-11 07:14:05	8gOY/ubj	" それにしてもいくらなんでもなめられすぎだろ。 
出て行くわけがないと思われてるから足元見られるんだよ。 
2chブラウザの作者に支払われるべき金を使い込んでたという理由だけでも 
Jimは信用できんわ。"
20	erobbs	1383978434	21		名無し編集部員	sage			2013-11-11 08:40:52	ztYDzw6v	" AV会社7社が米本社のFC2提訴 
http://zasshi.news.yahoo.co.jp/article?a=20131025-00000006-rnijugo-sci 

そもそも海外に鯖を置く必要性がもうないかも・・・"
21	erobbs	1383978434	22		名無し編集部員	sage			2013-11-11 12:12:19	xl3yF97K	 ぐだふたぬーん
22	erobbs	1383978434	23		名無し編集部員	sage			2013-11-11 12:13:47	CPb2lI5E	" ●を元に戻す 
rootパスは渡さなくていい 

これで全て解決する"
23	erobbs	1383978434	24		名無し編集部員				2013-11-11 13:10:52	6OJ+xcKj	" 「10月いっぱいにメモリーズのrootを渡さなければ、全てを表で書くよ」 
http://yuzuru.2ch.net/test/read.cgi/mu/1369470554/128 
http://yuzuru.2ch.net/test/read.cgi/mu/1372680915/310 

一体何が始まるんです？"
24	erobbs	1383978434	25		名無し編集部員	sage			2013-11-11 21:03:45	3Lc2tuRw	" とっととばらせ 
ヘタレ大佐"
25	erobbs	1383978434	26		名無し編集部員	sage			2013-11-11 23:23:42	tGd0Ypca	 ぐない
26	erobbs	1383978434	27		arisa	sage	QaHT6HayjI		2013-11-12 07:01:52	TQxwcHpd	 ぐもに
27	erobbs	1383978434	28		名無し編集部員	sage			2013-11-12 09:12:47	R43jO0c4	 ぐもーにん
28	erobbs	1383978434	29		xerxes.maido3.net			＠Apparently admin	2013-11-12 09:59:02	???	" >>26-28 
ぐもに"
29	erobbs	1383978434	30		名無し編集部員	sage			2013-11-12 12:20:07	fio5O0So	 ぐだふたぬーん
30	erobbs	1383978434	31		xerxes.maido3.net			＠Apparently admin	2013-11-12 16:40:08	???	" >>30 
こんいちは"
31	erobbs	1383978434	32		名無し編集部員	sage			2013-11-12 17:34:02	mKr0or0s	 ぐぎぶにん
32	erobbs	1383978434	33		名無し編集部員	sage			2013-11-12 17:53:25	HtLfoOsT	" >>31 
シネ"
33	erobbs	1383978434	34		vip40011.maido3.net			＠Apparently admin	2013-11-12 22:24:25	???	 ぐない
34	erobbs	1383978434	35		名無し編集部員	sage			2013-11-12 23:37:24	87HCFsdY	 ぐない
35	erobbs	1383978434	36		○	sage			2013-11-13 06:07:24	jSnTa3FT	 Why do not ● work in PINK?
36	erobbs	1383978434	37		名無し編集部員	sage			2013-11-13 06:56:50	kYCtELvi	" They will truncate ●. 
They will use BE with substitute. 


Rokka System 
http://pele.bbspink.com/test/read.cgi/erobbs/1379086553/ 
110 ：トオル＠せっている ★：2013/11/02(土) 18:42:29.82 ID:??? 
そういえばBEにはいずれ優待が付く予定です"
37	erobbs	1383978434	38		名無し編集部員	sage			2013-11-13 07:03:43	kweOGYOT	 ● is over at last.
38	erobbs	1383978434	39		○	sage			2013-11-13 07:06:11	ZRKj3hM7	 てす
39	erobbs	1383978434	40		名無し編集部員	sage			2013-11-13 07:11:45	3co1kWA6	" We don't actually need ● if BE can work as its substitute. 
Jim lost a huge avenue of income because he ignored Unei and was stubborn. 
Oh well. He only has himself to blame."
40	erobbs	1383978434	41		名無し編集部員	sage			2013-11-13 07:24:55	y6wmm4L0	 I think that it is a final warning.
41	erobbs	1383978434	42		名無し編集部員	sage			2013-11-13 08:03:46	JWzOpI8C	" 結局Jimが問題で削除できねーのか 
このままログを捕虜にして自分の主張をゴリ押ししようとしてるのか？ 

http://yuzuru.2ch.net/test/read.cgi/mu/1369470554/141 
141 トオル＠せっている ★ 2013/11/13(水) 00:42:28.59 ID:??? 
>>130-131M7.74さん 
    >rootなしで削除作業できるように 
    だって、サーバが壊れる前は、きちんと動いていたんですよ。 
    Jimさんに、「そのまま戻して欲しい」とお願いしたのに、「できない」っていうから、 
    「root寄越せばこっちで直す」って返したんですが、ぐだぐだ言って渡さないんですよ。 

    >少なくとも削除作業なんかにrootが必要というのは 
    それをいったら、過去サーバを1つにまとめたりすんなよって話になっちゃいます（笑） 
    おいら以前にメモリーズへ削除スクリプトを入れたのは、サーバ屋さんだったので、 
    300以上のサブドメイン（アカウント）の１つ１つに、そのドメインが所有者になる 
    スクリプトを設置してたんですよね。 
    既にその時点で、root権限がなければ不可能な作業だったわけで。。。"
42	erobbs	1383978434	43		名無し編集部員	sage			2013-11-13 08:21:13	h4aPpNYv	" Jim, after all you are wishing your own benefit, right? 

I guess you and Unei are at cross purpose, you should comment more than now to solve that."
43	erobbs	1383978434	44		名無し編集部員	sage			2013-11-13 09:22:01	0gYOVuXo	 ぐもに
44	erobbs	1383978434	45		許早苗	sage			2013-11-13 10:23:33	r59RQ6v+	" いや、Jimさん今の運営を信用していないんじゃないのかな? 
その内、過去ログを読む権利を奪われると思って自衛策を講じたと考えたのでは? 

beに過去ログを読む機能なんてものを瞬時に思いつく時点で 
相当前から準備していたと考えることも出来る。 

そう考えるとJimさんは反撃にうって出ただけでbeの特待は 
Jimさんの読みが当たったともいえる。"
45	erobbs	1383978434	46		名無し編集部員	sage			2013-11-13 10:38:07	fushZZH+	" 元々2chのものなのに「過去ログを読む権利」は 
Jimさんのもので、他の人に左右されない 
と思ってる時点で相当おかしいんだけどね 
本人だけはそう思ってないらしい 

単なるサーバ屋さんに過ぎないJimさんが 
自分のことを2chの運営と思っているってのもおかしな話で"
46	erobbs	1383978434	47		名無し編集部員	sage			2013-11-13 10:45:52	PwDFoJPe	" ひろゆきとNTの間でどんな契約があったかによるなー 
どうせひろゆきは丸投げしたんだろ。"
47	erobbs	1383978434	48		名無し編集部員	sage			2013-11-13 10:50:39	PwDFoJPe	 ひろゆきとジムが話して決めりゃいいだけの話。
48	erobbs	1383978434	49		名無し編集部員	sage			2013-11-13 10:52:17	3co1kWA6	" Jimは●の販売でうまい汁吸ったから過去ログを手放すのが嫌なんだろ。 
そりゃ2ちゃんねるブラウザの作者たちに行くはずの金を 
何千万円もくすめ取ってりゃ諦めきれないわなｗ"
49	erobbs	1383978434	50		名無し編集部員	sage			2013-11-13 10:55:11	PwDFoJPe	" 逆に言えばそれをこっちにって連中もいたりしてなw 

阿呆らしいのでさいならと。"
50	erobbs	1383978434	51		名無し編集部員	sage			2013-11-13 11:10:53	Yekvse4+	" ぴょまえら英語又は簡単な日本語で書けよ 
Jimはんが読めへんやろが 
あほんだらｗ"
51	erobbs	1383978434	52		名無し編集部員	sage			2013-11-13 11:19:35	pS6M9lmG	 今北産業
52	erobbs	1383978434	53		名無し編集部員	sage			2013-11-13 12:20:06	T66xyphS	 ぐだふたぬーん
53	erobbs	1383978434	54		※	sage	Boo2014ByhBJ		2013-11-13 13:24:25	/1sIl5OU	" →root権限がなければ不可能な作業だったわけで。。。 
不可能とは思えないけれども。"
54	erobbs	1383978434	55		名無し編集部員	sage			2013-11-13 15:18:39	f9uS10ZU	 うむ
55	erobbs	1383978434	56		名無し編集部員	sage			2013-11-13 19:08:38	ciVQr3bA	 Come here,Jim.
56	erobbs	1383978434	57		※	sage	Boo2014ByhBJ		2013-11-13 20:38:47	/1sIl5OU	 んーあっちにも書けなかった（´ー｀）＠yuzuru鯖
57	erobbs	1383978434	58		※	sage	Boo2014ByhBJ		2013-11-13 20:39:51	/1sIl5OU	" 巡回先に入れました。（mu板のスレッド） 

Boo2008と同じような仕組みで実現できるかと。 
各サーバにBoo2008用のスクリプトが入っています。 
それを各ホスト毎に対応すれば桶かと。 
改修が大変かもしれませんけれどもね。 

と描きたかったのです。"
58	erobbs	1383978434	59		※	sage	Boo2014ByhBJ		2013-11-13 20:40:48	/1sIl5OU	" と書いておきながらよく考えたらホスト毎に入っていたのであった(･∀･) 
>>Boo2008のスクリプト"
59	erobbs	1383978434	60		名無し編集部員	sage			2013-11-13 23:29:52	aGRoYQln	 ぐない
60	erobbs	1383978434	61		名無し編集部員	sage			2013-11-13 23:33:17	Si1zRM6G	 ぐんない　ぐない　べいべ　なみだ　こらえて
61	erobbs	1383978434	62		arisa		QaHT6HayjI		2013-11-14 05:12:38	aEe8xT74	" そりゃ、●売るために、プロバイダ規制とかしていたから、信用されるはずもない。 

ログ欲しけりゃ。Ｊｉｍさんにお金わたすしかないんじゃねーかなー 

つうか、信用も何もないと思うが。"
62	erobbs	1383978434	63		名無し編集部員	sage			2013-11-14 05:18:40	Vs/yW+L5	" >>62 
？？ 
●を売ってもらって得をしたのはJimさんでしょ 

あと、 >>45 でBeの優待の話も出てるけど 
もともとRokkaには書き込み優待は付かないんだから 
書き込み優待が付こうと付くまいと無関係だよね？"
63	erobbs	1383978434	64		arisa		QaHT6HayjI		2013-11-14 05:59:00	aEe8xT74	" >>63 
BeとかＲｏｋｋａちゃんとかよくしらねいけど 

２ｃｈを、ひろゆきの絶対王国の誰も近寄れなさそうな島に移転して、その収入で国を養えば無問題。"
64	erobbs	1383978434	65		arisa	sage	QaHT6HayjI		2013-11-14 06:06:15	aEe8xT74	" 問題の本質は、日本国の法律が及ばないようにするためにいろいろしたので、 

いろいろ問題が起こっているだけでしょ。単に。 

で、そのところに日本銀行券をつかったカードというシステムで払った人たちが、騒いでるだけでしょ。単に。 

じゃぁ、２ｃｈ法で、Ｊｉｍさんとひろゆきが解決するしかないよね。 

で、過去ログって何でそんなに重要なんですか？ 

捨てればいいんじゃね。 

よくわかってないけど（笑）"
65	erobbs	1383978434	66		許早苗	sage			2013-11-14 08:04:13	9zKHdhX8	" ドメインごとに指定されたユーザが過去ログの所有者で各サーバにログインして作業すれば 
root権限が無くても削除作業が可能だけど300近くあるサーバにログインして作業するのは 
困難だからroot権限が必要っていうのが運営の主張ってことだよね。 

そうであるならば、正攻法でいけばroot権限を渡さないならRokkaの導入をやめるか、 
それ以外の見返りを出さないと譲歩してもらうのは難しくない? 

なんらかの方法でユーザー権限で削除する方法を考案したとしても運営側には得になることが無いから 
譲歩してもらうのも難しい。これはJimさんに動いてもらわないと何も前に進まないような。"
66	erobbs	1383978434	67		arisa	sage	QaHT6HayjI		2013-11-14 08:08:16	aEe8xT74	" >>66 
Jimさんがわかるように英語で書け"
67	erobbs	1383978434	68		名無し編集部員	sage			2013-11-14 08:09:19	Q3qb/+Ft	" >Jim 
Some member of unei say on 2ch ""Jim did not give us root passwd. This is why Unei can not delete the kakolog. 
When you have something to delete on Kakolog, you should tell Jim or his company."" 
If it is not true, you should do that.  
I think it is better to tell them  whether Unei can delete the Kakolog without root. 

I told you there is no enemy on you. but some member of Unei and many people may think you as enemy  
because of their writting now. 


By the way, what kind of furniture did you move? you got new furniture? 

>>42 
通常のサーバの設定であれば、Webサービスで提供される資源そのものの所有者がrootなことはない 
必ず一般ユーザが所有者 

今回のケースは恐らくドメイン毎に過去ログの所有者が設定されており、その所有者であれば削除は可能 
然しながら削除するときに、そのファイルごとにログインしなおして作業することが面倒なので、 
rootで作業したいってこと 

一度シェルスクリプト組めば、そんなもの一行のコマンドで可能なものなのに、それを組むことすら面倒で 
rootよこせという奴にroot渡すのかい？"
68	erobbs	1383978434	69		名無し編集部員	sage			2013-11-14 08:12:33	iFzG8YQa	" 2chからNTTechが削除権を貰ったと考えれば別に憂慮すべきこともないんじゃね 
言われるままにホイホイ消せばいいだけだし 
Jackさん辺りが作業してもいいし"
69	erobbs	1383978434	70		名無し編集部員	sage			2013-11-14 08:16:01	iFzG8YQa	" 消さないことの責任は降りかかるけど 
消したことに対して責任なんて発生しないからな"
70	erobbs	1383978434	71		名無し編集部員	sage			2013-11-14 08:24:23	Q3qb/+Ft	" >>66 
マイナー言語であっても、結果として導入された以上それを学び、 
書けるまではいかないものの読めるぐらい努力もしない奴に 
root渡すとか考えられないけれどねｗ 

まあそんな人だからこそ、「よろしいならば、シェルスクリプト組んで編集作業を簡素化しよう」 
とか考えつくこともなく、「面倒だし、rootくれよ」っていうんですよ 

譲歩とか以前に、交渉の余地すらないよ 
まともなadminなら　まずroot渡さないよｗ　 
金積むか、「全責任私が負います」って誓約書書かない限り 
というかrootよこせってことは　責任負いますってことなんだよ？"
71	erobbs	1383978434	72		名無し編集部員	sage			2013-11-14 08:40:28	Q3qb/+Ft	" >>66 
追い打ちかけるようだけれど、 

root所有するってことは、 
そのサーバで実行されている不審なプロセスがあれば特定するし、 
実行されているサービスにセキュリティ.ホールがあれば、公式に修正パッチが出るまで　厳重にチェックし 
必要あらば自前で　応急処置的な修正パッチを作り当てなければならない人であるということ 

実行するサービスを追加削除することは当然のことだし、導入時のチューニングから導入後のメンテナンスまで 
全部責任持って行える人がもつべきものであって 
たかだか過去ログの削除ごときに　ほいほい渡せるようなものではない"
72	erobbs	1383978434	73		名無し編集部員	sage			2013-11-14 09:01:33	aXFg7HvM	" >>71 
> 結果として導入された以上 

経緯を知らんのだろうけど、Jimが勝手に先走って運営の許可無くRokkaを 
2chに導入したのを、運営が止めたんだよ。だから運営にHaskell使えるようにしろ 
というのは完全にお門違い。"
73	erobbs	1383978434	74		名無し編集部員	sage			2013-11-14 09:17:52	P2/xi7by	" >>72 
> たかだか過去ログの削除ごときに 
過去ログ専用サーバの話だよ？ 
むしろ削除しかすることないのに何言ってんの？"
74	erobbs	1383978434	75		名無し編集部員	sage			2013-11-14 09:39:49	Q3qb/+Ft	" >>73 
root権限を欲するのであれば別問題 
マイナー・メジャー関係なくマシン内で実行されているもののうちオープンソースなものは 
予め内容確認する必要があるのが管理者 
そして必要に応じて修正する、それが出来る唯一のアカウントがroot 

>>74 
みなさん　もしかしてrootアカウントがどういうものかご存じないの？ 
ユーザやサービスの追加削除から設定変更、はてはコアファイルの書き換えまで 
rootを保有するということは、そのマシン内の全てを変更可能ということ。 
当然の事rootでの作業logの削除も可能だし、新たなサービスを実行することも可能。 
それが何をしているサーバなのかは関係ないよ 

だからこそ不正にroot権限へ昇格されないように日夜監視して飯食っている人達がいるぐらい 
厳格に管理すべきものなのです"
75	erobbs	1383978434	76		名無し編集部員	sage			2013-11-14 09:47:37	XUonyflh	" >>75 
別に運営だって何も考えなしにrootくれって言ってるわけじゃなくて、 
過去ログサーバがJimのせいで壊れた上に、 
それを直せないっていうから仕方なくrootで作業して運営が直すって交渉してるんだが。 
過去ログ読んでる？"
76	erobbs	1383978434	77		名無し編集部員	sage			2013-11-14 09:52:15	BS/lveFs	" というかそういう話は2ちゃんねるの所有者と鯖会社で話をつけろな。 
一介のボラがする話なのかと。"
77	erobbs	1383978434	78		名無し編集部員	sage			2013-11-14 09:53:04	aXFg7HvM	" >>75 
> みなさん　もしかしてrootアカウントがどういうものかご存じないの？  

馬鹿にしてんのか? 過去ログぐらい読めや糞が。"
78	erobbs	1383978434	79		名無し編集部員	sage			2013-11-14 09:59:54	oxVYK50L	" >>76 
２ちゃん運営のスキルで、直すとかマジで・・・？"
79	erobbs	1383978434	80		名無し編集部員	sage			2013-11-14 10:07:36	Q3qb/+Ft	" >>76 
既存のシステムが破損したのであれば 
そのシステムを渡して導入を求めるか、 
新たに代わりのシステムを渡して導入を求めるかをすればよい 
rootを求める必要性がない 

対応がなければ、契約打ち切りして別のサーバに移行すれば良い 
それだけの話 
過去ログそのもののデータを移行できないのであれば、 
それは２ｃｈが自前に保存していなかったことを痛感すればよいだけのこと 

>>78 
総合的に判断したらそういう結論に至っただけのこと。"
