	board	thread_no	post_no	subject	author	email	tripcode	capcode	date	user_id	body
0	erobbs	1424161325	1	"Let's talk with Jim-san. Part33 [転載禁止]©bbspink.com	"	名無し編集部員	sage			2015-02-17 17:22:05	GywOlgtf	" このスレはピンクちゃんねるCEOで現2ch掌握者、ジムさんと英語でお話しようスレです 
英語できる人はできれば英語で書いてくださいな 
ジムさんはとってもやさしいので、文法とか単語のつづりが「かなり間違ってる」英語でも 
きっとわかってくれますよん 
念のため日本語の原文を添えてもらえれば状況に応じて支援あるかも 

英語はどうしても無理って人は日本語で 
文法が整ってる簡単な日本語はジムさんが翻訳して読んでくれます 

※:機械翻訳だけを書いても意味不明な場合がほとんどです 
　　機械翻訳の場合日本語を添えると優しい人が翻訳してくれるかもしれません 
※.立派な英文投函される方も日本語で本意を示しておくことを推奨(蚊帳の外ゲーム強行?) 

Jim-san cap handles; 
xerxes.maido3.net＠Apparently admin ★ 
酉割れの話もあるので現在はvip40011.maido3.netや 
111.68.39.236(111.68.36.0/22)などでホンモノ表示を行っています 

prev. thread 
Let's talk with Jim-san. Part32 
http://nasu.bbspink.com/test/read.cgi/erobbs/1409350924/ 

ピンクちゃんねるCTO、Code Monkeyさんとお話ししたい方はこちらのスレで 
Let's talk with Code Monkey-san Part.4 
http://nasu.bbspink.com/test/read.cgi/erobbs/1401039505/"
1	erobbs	1424161325	2		名無し編集部員				2015-02-17 17:34:19	BlUnhU9n	 普通に運営という当たり前の事も出来ない豚は辞めろ
2	erobbs	1424161325	3		名無し編集部員	sage			2015-02-17 18:03:24	zJNdJBf6	 ジムは、嫌儲がどれだけ嫌われてるか、早く理解するべきだ
3	erobbs	1424161325	4		名無し編集部員	sage			2015-02-17 18:14:04	E02AVTrc	" Dear Mr. JIM 
fuck you ass hole"
4	erobbs	1424161325	5		名無し編集部員	sage			2015-02-17 18:48:53	mJHMil4i	" I love you,sir-JIm! 
I'm still your Sword(baseball bat)haha 

Many peopleI think that here is comfortable by this change. 
because it is reported that ""All 2ch browsers"" is not usable in the web-news of Japan 
Particularly,  All 2ch browsers for smartphone. 

Please watch this 
http://anago.2ch.net/test/read.cgi/software/1422887867/493 

This is put at many many places at 2ch.net 
and,An appeal of the emigration is carried out by bad people 

And Which ""2ch browsers""  is available, we do not have taught yamashita-san and jim 

At first how about testing new-style 嫌儲? 
And how about to see a reaction? 

I love your 2ch.net and you!see ya!"
5	erobbs	1424161325	6		名無し編集部員				2015-02-17 19:44:32	zT/rvIBs	" I am still waiting Mr.James . 
Many Nanashi-san may be waiting too ."
6	erobbs	1424161325	7		名無し編集部員	sage			2015-02-17 20:27:59	OqEMDzDQ	 うーん、スルー体勢に入ってるなJim-san（笑
7	erobbs	1424161325	8		名無し編集部員	sage			2015-02-17 21:07:00	4tUsYKc8	" >>7 
Looks like Jim-san is ignoring us. lol"
8	erobbs	1424161325	9		名無し編集部員				2015-02-17 21:13:12	zT/rvIBs	" >>8 
No, No, its not ignore but HIDE."
9	erobbs	1424161325	10		名無し編集部員				2015-02-17 22:10:13	mb/NYmKQ	" Dear Mr. jim 
I'm supporting."
10	erobbs	1424161325	11		名無し編集部員				2015-02-17 22:36:44	7jtFOVSf	" おいJim 
お前が出てきて話をするか 
山下を呼び出すか 

どっちでもいいから行動しろ"
11	erobbs	1424161325	12			sage	46cHounan6		2015-02-17 23:53:07	CY+ETZZN	" Where is CloudFlare Ban Thread? 

Please unlock my  IP address (219.121.1.241). 

I am pure 2cher. And I am a manager of this site. 
http://jikkyo.org/ 

I am sad not to be able to watch /live*/board and /poverty/board. 
> What happened? 
>  
> The owner of this website (fox.2ch.net) has banned your IP address (219.121.1.241). 

CloudFlareの規制解除要望って2ch規制議論板とかにもないんか？どこでうだうだいえばいいのやら。"
12	erobbs	1424161325	13		名無し編集部員	sage			2015-02-18 02:01:46	Lxn1RT8i	" あ〜この流れどっかで見たことあると思ったら●個人情報流出時といっしょやん 
何かあるたびににげちゃうんだからもうむりっすなー"
13	erobbs	1424161325	14		名無し編集部員				2015-02-18 07:37:13	JNkgquso	 good morning jimsan
14	erobbs	1424161325	15		名無し編集部員				2015-02-18 07:59:43	+aI7qXxW	 問題起こしたら必ず逃げる無能者Jim
15	erobbs	1424161325	16		名無し編集部員				2015-02-18 09:19:44	SWUU7DGN	" おいJim 

Spyleのコード使用規約違反が明らかになったぞ"
16	erobbs	1424161325	17		名無し編集部員				2015-02-18 15:41:10	2jKXY3aj	 All we need is to resign. That's all.  Pls. do so ASAP.
17	erobbs	1424161325	18		名無し編集部員	sage			2015-02-18 15:53:19	55aqRulG	" We were able to make 2ch browser supporting MARU with ANY language (ex. Excel VBA). 
Yamashita is vandalizing this environment."
18	erobbs	1424161325	19		名無し編集部員				2015-02-18 15:56:27	kx3p8ZaD	" 死ね無能豚野郎 
まともに運営出来ない豚はただの豚だ 
一生ヨガでもしてろ糞豚"
19	erobbs	1424161325	20		名無し編集部員	sage			2015-02-19 12:16:48	sMomnbM2	 たらこ行け
20	erobbs	1424161325	21		名無し編集部員				2015-02-19 13:42:54	X7ia52bG	" じゃあな糞豚 
アフィアフィ連呼してれば何やっても許されると思ったのか？"
21	erobbs	1424161325	22		名無し編集部員				2015-02-19 19:23:05	rsavCX7v	" jimちゃん 
bbspinkにもあたらしいAPI入れます？"
22	erobbs	1424161325	23		名無し編集部員				2015-02-19 21:07:51	CIigELr/	" Dear JIM 
Will bbpink be also the API specification? 

JIMさん、bbpinkもAPI仕様になりますか？"
23	erobbs	1424161325	24		名無し編集部員	sage			2015-02-20 01:29:35	FUEqKow/	" JIMさん、bbspinkの変更は止めてください 
2chとは無関係です"
24	erobbs	1424161325	25		名無し編集部員				2015-02-20 17:38:26	e3QERX5E	" 2chのAPIの変更した理由は広告が入れたいからですか？ 

広告を入れるのなら、もっと2chらしくすれば良かったのではないかと、思います 

例えば、>>1001や>>1002などにAAなどで宣伝を入れる 
何レスかおきに、レスの最後の1,2行に宣伝が入る(これは目立ちすぎると反感を買いますが)などが良かったのではないでしょうか"
25	erobbs	1424161325	26		名無し編集部員	sage			2015-02-20 17:42:00	BvHDl94j	 AAはもうええちゅうねん
26	erobbs	1424161325	27		名無し編集部員				2015-02-20 17:53:19	e3QERX5E	" I suggest that you should show affiliated advertisement which worthy of 2ch, 
for example, set up them on >>1001 or >>1002 with ""AA"", 
and set up them as 2,3 lines under some response which users contributed, 
not make a new system, not are flasy."
27	erobbs	1424161325	28		名無し編集部員	sage			2015-02-20 17:54:55	BvHDl94j	 AA広告で満足するクライアントがいると思うのか
28	erobbs	1424161325	29		名無し編集部員				2015-02-22 12:16:03	5LGEu1zs	" 山下Styleはキーだだ漏れなうえ共通鍵まで抜かれ、BB2Cは平文通信でキーばらまき、mateは逆コンパイルでバレバレ 
あんたchaika作者にプログラミング勉強しろとか言ったらしいな 
これらキーばらまき作者たちに言ってやれよｗ 
こんなへぼいAPIをデザインしたどアホが最大の戦犯だがｗｗ"
29	erobbs	1424161325	30		名無し編集部員	sage			2015-02-22 14:06:32	55zXaETG	" >山下Styleはキーだだ漏れなうえ共通鍵まで抜かれ、BB2Cは平文通信でキーばらまき、mateは逆コンパイルでバレバレ 
詳しく"
30	erobbs	1424161325	31		名無し編集部員				2015-02-22 22:18:31	5LGEu1zs	" >>30 
APIは解析済みで、仕様書やサンプルまで作られてる 
最初に解析完了したのは山下Styleリリースの12時間後 
BB2Cは平文通信だから、普通のプロキシ鯖立てて通信見れば良いだけ 
mateはandroid デコンパイルでggrks 
セキュリティのためfacebookの暗号化使って、暗号化キーに顔文字使ってるのが見えるよ 

 711 名無しさん＠お腹いっぱい。 sage 2015/02/21(土) 03:10:02.58 ID:Ajbf+3ge0 
念のため pastebin.com にもバックアップしてみた。 

仕様書 
http://codepad.org/9ZfVq5aZ http://pastebin.com/N2nK8BTZ 
Pythonのサンプル 
http://codepad.org/6M2KhlKR http://pastebin.com/CdSrLEBj 
Rubyのサンプル 
http://codepad.org/qvy2JbhP http://pastebin.com/KcEkEnc4 
node.jsのサンプル 
http://codepad.org/zUrxEsx8 http://pastebin.com/0bc9WVRc 

山下君、これ使って専ブラ開発者にAPIの使い方説明しても良いよ"
31	erobbs	1424161325	32		名無し編集部員				2015-02-24 14:41:58	RBeR3BJx	" ジム鍵猿山下 
無能三人衆揃い踏みで2ch利用者は減る一方ですなぁ"
32	erobbs	1424161325	33		名無し編集部員	sage			2015-02-24 16:18:58	Rt426zVz	 嫌ならたらこ
33	erobbs	1424161325	34		名無し編集部員				2015-02-24 18:46:08	X3vOBVcY	" We will develop a pirating-API-browser using a key given by Rubbishita's JaneStyle. 
Of course it will be ad-free, cross-platform application can be deployed on various computers. 

And our app will access api.2ch.net/v1/auth/ frequently to get a new sid because we don't want our users to be tracked by sid. 
So please enhance server performance to handle such many auth requests. 
thanks! useless Jim!"
34	erobbs	1424161325	35				Np2LBX6xGXp1		2015-02-24 22:21:54	6x2OtFi7	" Good evening Jim-san. 
akb board http://mastiff.2ch.net/akb/ 
Troll is very large damage. Troll is occurring every day. 
http://qb5.2ch.net/test/read.cgi/sec2chd/1423918517/ 
http://qb5.2ch.net/test/read.cgi/sec2chd/1424694298/ 
http://qb5.2ch.net/test/read.cgi/sec2chd/1422106503/ 
http://hissi.org/read.php/akb/20150224/UkdsSk5objYw.html 

Please set the BBS_COPIPE=10. 
Residents are very troubled."
35	erobbs	1424161325	36		名無し編集部員	sage			2015-02-26 13:24:16	685SkB1y	" jim-san. 
We can't write notes in aoi. 
Is a defect of bbspink the cause for this?"
36	erobbs	1424161325	37		名無し編集部員	sage			2015-02-26 21:07:07	zXp2SjTS	" Hi Jim-san, 

Hmm I heard you allowed Yamashita-san to exclude all those open-source 2ch/bbspink browsers 
(and their developers and users.) 
I know they are not so numerous in numbers, 
but since they are active, capable and 2ch-loving old users in general 
I'm afraid we'll have to pay for it if you let it go. 

It's not that traitorous wotsit guy but the users that you need to hear and believe in. 
Discarding ardent users for money is a really bad idea.  No one will love you then. 

Also some of those open-source people are so capable that 
they already start to code workarounds (html scrapers) which will weigh the server down and make the API meaningless anyway. 
IMO we need to make them our friends, not enemies.  I sincerely wish you to change your mind. 

Thank you!"
37	erobbs	1424161325	38		名無し編集部員	sage			2015-02-27 19:30:27	AirdAoLb	 相変わらず都合が悪い時は出てこないカスなんだな
38	erobbs	1424161325	39		名無し編集部員	sage			2015-02-27 22:13:51	t5vMzunc	" Jim-san will have to do a very very difficult, delicate and maybe painful decision about it, 
so it's natural he cannot answer us individually. 
All we can do is to give him the best advices we can make honestly and wait. 

My advices are: 
- 2ch browsers have always been ""open"" and joined by many ardent users for years, thus they must stay open.  It's a community or an ecosystem of their own. Even Jim-san cannot change it. 
- closed API is doomed to fail in any open web service anyway, so please fail gently. 
- forcing ads won't work.  Let everyone use the API, and just reward (with cash or privileged connection) those who display ads or buy Ronin ; make it incentive-driven. 
- Mr. Yamashita is a business person, so he acts for his own benefit.  Neither ours nor yours.  Please face the users... that's why you've always been loved."
39	erobbs	1424161325	40		名無し編集部員	sage			2015-02-27 22:41:06	t5vMzunc	" Locking out SC and log-soku with closed API?  I bet that won't work. 
I can easily devise 50 workarounds.  Please just forget that idea. 
Let's build nice platform just like twitter or facebook API instead. 

Starting from excluding everyone (resulting in oligopoly) is the easiest way to ruin everything. 
No one would help us.  Let's do the opposite. 

For example, we can start with fully-open easy-to-use useful nice sweet API 
and wait for all the developers to use it (and collect the feedbacks to make it better.) 
Then we can start to restrict it slightly -- 
eg. we can give everyone 2400 free API access per day (100 per hour). 
If one exceeds it, the access is limited to once in 30 seconds. 
Authorised browsers with ads or Ronin can bypass this restriction. 
(Of course one can bypass it by changing IPs, but that's inconvenient, you know.) 

And then we can terminate DAT service at last.  Not at first. 
Make haste slowly. 急がば回れ"
40	erobbs	1424161325	41		名無し編集部員	sage			2015-02-28 14:39:44	oLES/Wkq	" Hi, JIm-san.  
I'm from Otaku Board whose ""BBS_THREAD_TATESUGI"" parameter is too severe to keep continuiity of threads.  
I desire that you reduce the parameter from 128 to 64 or less.  
Several threads are extreamly hot topic, though there are evidently many depopulation threads.  
Now we are discussing in http://hayabusa6.2ch.net/test/read.cgi/otaku/1250092432/ 
and there's no objection to easing restriction of thread-tatesugi. 
So, if you don't mind what I demand, please consider and change it. 

http://hayabusa6.2ch.net/otaku/SETTING.TXT"
41	erobbs	1424161325	42		41	sage			2015-02-28 15:50:37	oLES/Wkq	" JIM-san, Excuse me again. 
I've just not mention the strict parameter of BBS_THREAD_TATESUGI of Otaku board. 
I ask you set the parameter to 【32】. 
Please consider. 
Thank you. 
http://hayabusa6.2ch.net/otaku/SETTING.TXT"
42	erobbs	1424161325	43		名無し編集部員	sage			2015-02-28 18:04:29	yGvMLcs5	" そもそもジムおじいちゃんより 
子供モンキーに聞くスレたててもらったほうがいいんじゃね 
技術的なことは子供のほが詳しいだろうし"
43	erobbs	1424161325	44		名無し編集部員	sage			2015-02-28 20:27:50	yabqAftW	" >>43 
あいつは生まれながらのウソつきだからダメだろ"
44	erobbs	1424161325	45		名無し編集部員	sage			2015-02-28 23:47:00	CvZwrLio	" まあ今はJimさん出て来にくい状況にあるから 
例の件以外で何か直訴するにはタイミング悪いかもですね 


I heard the abolishment of DAT service will be postponed for some months. 
If it's true, that's really good a judgement. 
I really hope that new API will be something everyone will love, not hate. 

It would be better if you let all the open-source browsers/developers test and use the new API. 
We can restrict it later anytime, isn't it?"
45	erobbs	1424161325	46		名無し編集部員	sage			2015-03-01 13:12:16	zL1ZiXM/	" Hi, Jim-san, currently 2ch has XSS vulnerability. pls fix it. thx. 

876 名前：名無し編集部員 ：2015/03/01(日) 03:37:42.45 ID:zL1ZiXM/ 
    oops, my bad. 

    Hi, Code Monkey-san, 
    CF email protection makes us able to paste images on 2ch. 
http://anago.2ch.net/test/read.cgi/software/1424453423/146-147 
    Also there are some security problems. pls fix it. 

    Thx. 

877 名前：名無し編集部員 ：2015/03/01(日) 12:45:54.05 ID:zL1ZiXM/ 
    Here is my XSS example of >>876. 
http://anago.2ch.net/test/read.cgi/software/1424453423/244-245"
46	erobbs	1424161325	47		名無し編集部員	sage			2015-03-01 13:34:40	zL1ZiXM/	 Thank you for your quick fix!
47	erobbs	1424161325	48		名無し編集部員	sage			2015-03-01 20:43:03	dBey93We	" JIMって奥さんが韓国人って聞いたんだけど本当なの？ 
ここで嘘って言われてもそれを証明出来る訳ないから 
聞いても無駄だと思いつつも聞いてみた"
48	erobbs	1424161325	49		名無し編集部員	sage			2015-03-01 21:34:42	peYaHTKp	" We should admit that's also a kind of guys we are hosting and protecting. Good grief. 
Are we Charlie?  I am Kenji."
49	erobbs	1424161325	50		名無し編集部員	sage			2015-03-02 11:53:58	cX6HHqdK	" jimさんが良いビジネスパートナーと出会えますように 
２ちゃんが自由で匿名性が高いままでありますように"
50	erobbs	1424161325	51		名無し編集部員				2015-03-02 16:16:49	jVZL+EVg	" Ｉ　cannot write by IM(MSIS) 
enyching is NO 

only here Ican"
51	erobbs	1424161325	52		名無し編集部員				2015-03-02 17:21:47	jVZL+EVg	" クロームの履歴とキャッシュを削除したら 
書けた　　ここまで７時間書けなかった 

クッキーはすべて有効にして 

これは　難しい解決法ですね"
52	erobbs	1424161325	53		名無し編集部員	sage			2015-03-03 05:43:56	/RIYRHQm	" Jim-san 

Afikasu who puts up an advertising thread and who does the advertising multi-post 2ch.net 

There are many people using here for an advertising purpose. 

I hope that you must give them punishment strictly. 

・投稿者は、話題と無関係な広告の投稿に関して、相応の費用を支払うことを承諾します 
You should carry this out by all means! 

Thank you"
53	erobbs	1424161325	54			sageteyon		Grape Ape	2015-03-03 09:26:08	???	" >>53 
I don't like them doing that either."
54	erobbs	1424161325	55		名無し編集部員	sage			2015-03-03 17:41:30	QiLOCg4+	" みんく見たらまたレス込みで転載してるけどこれって問題ないの？ 

minkchannel reproduce megamithread 
is it ok? 
http://minkchan.com/blog-entry-5566.html 

originalthread 
http://aoi.bbspink.com/test/read.cgi/megami/1410969665/ 
http://aoi.bbspink.com/test/read.cgi/megami/1425315100/ 

こんな感じで伝わるか？ 👀"
55	erobbs	1424161325	56		名無し編集部員	sage			2015-03-03 23:49:56	Ho51PZsr	" レス数激減してるけど結局何がしたいの？ 
過疎らせるために今のシステム導入したの？ 
あー分かった、昔の2chみたいにアングラに戻したいんだ？ 
じゃなければjimは掲示板の管理人としては無能だねｗ"
56	erobbs	1424161325	57		名無し編集部員	sage			2015-03-03 23:56:02	FPPu4KSW	 もうツイッターの時代だし
57	erobbs	1424161325	58		名無し編集部員				2015-03-04 22:22:28	X83Vrp1k	" Decrease in number of postings is due to cookie problem, so I guess it's temporal. 
DAT service still seems to work, so all the existing 2ch browsers should work. 

What I worry is future dwindling by making new entries of browsers impossible. 
That's why I recommend to let everyone use API (in a limited way, at least.) 
Everyone should be able to code new browsers and services. 
That's how new innovations come from users, so it for sure will benefit us."
58	erobbs	1424161325	59		名無し編集部員	sage			2015-03-04 23:38:35	aTsShhxH	" 873 ：名無し編集部員：2015/02/20(金) 02:20:11.08 ID:lPF+aMyh 
    Hi, Code Monkey-san, 
    the API key of Jane Style is now leaked. 
    you should revoke the key. 
    Thx. 

874 ：名無し編集部員：2015/02/21(土) 20:18:03.03 ID:MBEPEXAX 
    Hi, Code Monkey-san, 
    the API key of 2chMate was also leaked. 
    Do you have any plans to revoke the leaked keys? 
    If so, why you don't? 
http://anago.2ch.net/test/read.cgi/software/1424500412/260 
http://anago.2ch.net/test/read.cgi/software/1424500412/272 
http://anago.2ch.net/test/read.cgi/software/1424500412/283 
    Thx.  

888 ：名無し編集部員：2015/03/04(水) 23:37:13.97 ID:aTsShhxH 
    Hi, Code Monkey-san, 

    new JaneStyle APIKey was leaked. 
http://anago.2ch.net/test/read.cgi/software/1425323214/273 
    also ciisaa APIKey was leaked. 
http://anago.2ch.net/test/read.cgi/software/1425390258/604 
http://anago.2ch.net/test/read.cgi/software/1425390258/619 

    You should revoke those keys. Thx."
59	erobbs	1424161325	60		名無し編集部員	sage			2015-03-05 00:31:44	CiQQ3Etr	" APIkey leaks were caused by poor outdated technologies. 
You should force to make them implement modern technologies 
 such like custom virtual machine or chunked packing."
60	erobbs	1424161325	61		名無し編集部員	sage			2015-03-05 04:24:51	O0fzRwVE	" Jimさｎ 
geinoのServerの移転をしてくれないかい？ 

http://anago.2ch.net/geino/ 
↓ 
http://wc2014.2ch.net/geino/"
61	erobbs	1424161325	62		名無し編集部員				2015-03-06 13:43:53	Zg5HEQab	" 板の設定変更依頼が放置されたままですが 
変更してくれないんですかね"
62	erobbs	1424161325	63			sageteyon		Grape Ape	2015-03-06 20:50:38	???	" >>62 
I am sorry, I got busy."
63	erobbs	1424161325	64		名無し編集部員				2015-03-06 20:56:16	7+Z4hG+1	" >>63 
please check below 

http://nasu.bbspink.com/test/read.cgi/erobbs/1401039505/887"
64	erobbs	1424161325	65		名無し編集部員	sage			2015-03-06 21:31:55	F4bqPdUY	 Nothing to be sorry about it.
65	erobbs	1424161325	66		名無し編集部員				2015-03-08 22:42:41	wt+xaqG8	" 【緊急】 2ｃｈ専ブラ、3/9（月）14時から使用できなくなるらしい　お前らどこに移住する？   
http://hayabusa3.2ch.net/test/read.cgi/news/1425818845/"
