	board	thread_no	post_no	subject	author	email	tripcode	capcode	date	user_id	body
0	erobbs	1230949143	1	Let's talk with Jim-san. Part12				EROyVmNwwM	2009-01-03 11:19:03	???	" Let's talk with Jim-san , who is the manager of bbspink.com. 
If you can write your questions or some other things in English, 
please write them in English. 

Since Jim-san is very kind, 
so that in case you get spelling error, 
or write in incorrect grammar, 
he will be able to understand what you want to say. 

Those who cannot understand English may write them in Japanese. 
Accommodating persons will translate for you. 

このスレッドは、ピンクちゃんねるの管理人さんのジムさんと英語でお話しようスレです。 
英語できる人は、できれば英語で書いてくださいな。 
ジムさんは、とってもやさしいので、文法とか単語のつづりが「かなり間違っている」英語でも 
きっとわかってくれますよん。 

英語はどうしても無理、って人は日本語でどうぞ。 
文法が整っている簡単な日本語は、ジムさんが翻訳して読んでくれます。 
正式な要望等で英文化が必要な方は、こちらもご利用ください。 
Translation／レス英訳・和訳スレ 
http://set.bbspink.com/test/read.cgi/erobbs/1198773496/ 

Jim-san cap handle. 
Jim ◆6P7QkQf8Ys ＠Apparently admin ★ 

A previous thread 
Let's talk with Jim-san. Part11 
http://set.bbspink.com/test/read.cgi/erobbs/1225521599/"
1	erobbs	1230949143	2			sage	EROyVmNwwM		2009-01-03 11:19:40	PYIJnxPz	" ■過去スレ 
Let's talk with Jim-san. Part10 
http://set.bbspink.com/test/read.cgi/erobbs/1209220873/ 
Let's talk with Jim-san. Part9 
http://set.bbspink.com/test/read.cgi/erobbs/1202891905/ 
Let's talk with Jim-san. Part8 
http://set.bbspink.com/test/read.cgi/erobbs/1198689181/ 
Let's talk with Jim-san. Part7 
http://pie.bbspink.com/test/read.cgi/erobbs/1198685309/ 
Let's talk with Jim-san. Part6 
http://pie.bbspink.com/test/read.cgi/erobbs/1198672563/ 
Let's talk with Jim-san. Part5 
http://pie.bbspink.com/test/read.cgi/erobbs/1178546129/ 
Let's talk with Jim-san. Part4 
http://pie.bbspink.com/test/read.cgi/erobbs/1158087534/ 
Let's talk with Jim-san. Part3 
http://pie.bbspink.com/test/read.cgi/erobbs/1157014321/ 
Let's talk with Jim-san. Part2 
http://pie.bbspink.com/test/read.cgi/erobbs/1153928667/"
2	erobbs	1230949143	3			sage	EROyVmNwwM		2009-01-03 11:23:59	PYIJnxPz	" Let's talk with Jim-san 
http://pie.bbspink.com/test/read.cgi/erobbs/1083466372/ 

忘れ物　orz"
3	erobbs	1230949143	4		ξ	sage			2009-01-03 12:31:33	sKi+fjxH	"                                              　　　　　　　　　　　　　　　　 ｡･                      ｡･ﾟ｡･ﾟ｡･ﾟ｡ﾟ･.･｡ﾟ゜｡ﾟ･｡．ﾟ･｡ 
           　　　　　　　　　　　　　　｡・ﾟ        ｡･ﾟ                    ｡･ﾟ｡･                                　　　　　　　　･ﾟ． 
                 　　　　　　　　　　　　 ｡･ﾟ        ｡･ﾟ                     ｡･ﾟ                     　　　　　　　　　　　 ｡･｡ 
                      　　　　　　　　　　　 ｡･ﾟ        ｡･ﾟ                  ｡･ﾟ                 　　　　　　　　　　　　｡･｡･ 
                           　　　　　　　　　　 ｡･ﾟ        ｡･ﾟ               ｡･ﾟ           　　　　　　　　　　　　　｡･｡･ﾟ 
                               　　　　　　　　　 ｡･ﾟ        ｡･ﾟ            ｡･ﾟ    　　 　　　　　　　　　　　　｡･｡･ﾟ･ 
                                   　　　　　　　　 ｡･ﾟ        ｡･ﾟ           ｡･ﾟ 　　　　　　　　　　　　　　｡･ﾟ･ﾟ･ 
   　　　　　　 　                              ｡･ﾟ        ｡･ﾟ               ｡･ﾟ     　　　　　　　　　　｡･ﾟ･｡･ﾟ 
   　　　　　　 　                          ｡･ﾟ        ｡･ﾟ                   ｡･ﾟ          　　　　　　｡･ﾟ･｡･                            ﾟ･ 
    　　 ∧_,,∧　                      ｡･ﾟ        ｡･ﾟ                      ｡･ﾟ            　　　　･｡･ﾟ･                             ｡ ･ﾟ｡ 
   　 （ ;`・ω・  ）                ｡･ﾟ        ｡･ﾟ                        ｡･ﾟ｡･ﾟ･｡                    ･ﾟ･｡ ･ﾟ･｡･ﾟ ･｡･ﾟ･｡･ﾟ･ ｡･ﾟ ･｡･｡･ 
    　　/　　  ｏ━ヽニニニニニニニニニニニニニニニニニニフ 
    　　しー-J 

>>4 < 2chBBSbrowser popup plz"
4	erobbs	1230949143	5		名無し編集部員	sage			2009-01-03 12:45:46	NmECV00s	" >>4 
Wow... that's an art..."
5	erobbs	1230949143	6		ξ	sage			2009-01-03 12:51:07	sKi+fjxH	" ■翻訳に便利なサイト 
Google 翻訳 
ttp://translate.google.com/translate_t?hl=ja# 
Cross Translation::色々な翻訳サイト・翻訳サービスの一括、横断翻訳(英語) 
ttp://sukimania.ddo.jp/trans/trans.php 
10の翻訳エンジンから一括翻訳　翻訳くらべ　英語版 
http://7go.biz/translation/ 

■専ブラOpenJane用設定 
※command.datに↓を追加で 文字選択 右クリック からgoogle翻訳 
google翻訳(英日)=http://translate.google.com/translate_t#en|ja|$TEXTIU 
google翻訳(日英)=http://translate.google.com/translate_t#ja|en|$TEXTIU"
6	erobbs	1230949143	7		ξ	sage			2009-01-03 12:51:53	sKi+fjxH	" >>6 
3つ目 h 抜き忘れ orz"
7	erobbs	1230949143	8		ξ	sage			2009-01-03 13:01:27	sKi+fjxH	 GAAAAAAAAAAAAAAAAA
8	erobbs	1230949143	9		名無し編集部員	sage			2009-01-03 13:37:18	83kl/Tsp	" 簡易翻訳用にどうぞ。 
http://upload.jpn.ph/10/bin/bin0373.zip.html 
DLKey:jim"
9	erobbs	1230949143	10		Jim		6P7QkQf8Ys	＠Apparently admin	2009-01-03 14:03:05	???	" >>4 
くじら？"
10	erobbs	1230949143	11		名無し編集部員	sage			2009-01-03 14:04:46	NmECV00s	" >>10 
やきめし、チャーハンのどちらかです 
It's fried rice."
11	erobbs	1230949143	12		Jim		6P7QkQf8Ys	＠Apparently admin	2009-01-03 14:04:54	???	" Spanish is not the language I am talking about. 
http://en.wikipedia.org/wiki/Tagalog_language 
Is the language I am talking about. 
The Spanish were the imperialists in the　Philippines 
before the American imperialists, and then the Japanese 
imperialists."
