	board	thread_no	post_no	subject	author	email	tripcode	capcode	date	user_id	body
0	erobbs	1158087534	1	Let's talk with Jim-san. Part4	名無し編集部員	sage			2006-09-13 03:58:54	7ea9LNRL	" Let's talk with Jim-san , who is the manager of bbspink.com.  
If you can write your questions or some other things in English,  
please write them in English.  

Since Jim-san is very kind,  
so that in case you get spelling error,  
or write in incorrect grammar,  
he will be able to understand what you want to say.  

Those who cannot understand English may write them in Japanese.  
Accommodating persons will translate for you.  

このスレッドは、ピンクちゃんねるの管理人さんのジムさんと  
英語でお話しようスレです。  
英語できる人は、できれば英語で書いてくださいな。  
ジムさんは、とってもやさしいので  
文法とか単語のつづりが「かなり間違っている」英語でも  
きっとわかってくれますよん。  

英語はどうしても無理、って人は日本語でどうぞ。  
親切な人がきっと翻訳してくれます。  

Jim-san cap handle.  
Jim ◆6P7QkQf8Ys ＠Apparently admin ★  

A previous thread  
Let's talk with Jim-san. Part3 
http://pie.bbspink.com/test/read.cgi/erobbs/1157014321/"
1	erobbs	1158087534	2		名無し編集部員	sage			2006-09-13 04:10:58	EKZpGp6n	 Suck my coooooooooooooooooooooooooooooooooock!!!!!!!!!!!!!!!!!!!!!!!!!!!!
2	erobbs	1158087534	3		名無し編集部員				2006-09-13 14:33:56	4Q9bT9BQ	" >>2 Ben Franklin 

If you would not be forgotten, As soon as you are dead and rotten,  
Either write things worth reading, Or do things worth writing."
3	erobbs	1158087534	4			sage	79EROOYuCc		2006-09-13 17:17:53	4Q9bT9BQ	" 前スレ 

>>959 訳 

>>955 なるほど。ということは、問題は解決されたのです。 
私たちは、あなたが知りたければ、何が問題を引き起こしたのかを調べることができます。 
しかし、それは橋の下の水です。 
それを指差しても、何の助けにもなりません。 
私は、ガーネットが何をするのかについて、わくわくしています。 
それは、最高のものにちがいないでしょう！"
4	erobbs	1158087534	5			sage	79EROOYuCc		2006-09-13 17:18:53	4Q9bT9BQ	" 訳　とりあえずおわり 

translation has been done for the time being"
5	erobbs	1158087534	6		DragonZombie	sage			2006-09-13 17:44:27	pKy9D7YA	" >>3 
RottenBreath"
6	erobbs	1158087534	7		Jim		6P7QkQf8Ys	＠Apparently admin	2006-09-13 17:49:06	???	" >>6 
I am sure most people had wooden teeth then.  :0"
7	erobbs	1158087534	8		名無し編集部員	sage			2006-09-13 17:54:38	RhZKqGqT	" I grasp chimpo all the time from yesterday and wait for a naked woman to come. 
Of course oneself is naked, too.  
Oh!! A girl of the collecting  of money of a newspaper came.  
I intend to show a girl chimpo as it is."
8	erobbs	1158087534	9			sage	79EROOYuCc		2006-09-13 17:55:59	4Q9bT9BQ	" Let's talk with Jim-san. Part3 
http://pie.bbspink.com/test/read.cgi/erobbs/1157014321/844 

translation is here 
http://pie.bbspink.com/test/read.cgi/erobbs/1157014321/918 


this is not my opinion. translation!"
9	erobbs	1158087534	10			sage	79EROOYuCc		2006-09-13 17:58:26	4Q9bT9BQ	" >>8 訳 

私はいつも、私のちんこを握り締めて、裸の女性がやってくるのを待っています。 
勿論、私も裸です。 
ああ！　新聞の集金の女性が来た！ 
私はいつも、ちんこを見せたい衝動にかられます 

（一部意訳？）"
10	erobbs	1158087534	11		名無し編集部員	sage			2006-09-13 18:00:50	saEEJ9r+	" >>9 
I think it is already too late... 

もう手遅れだと思いますよ……"
11	erobbs	1158087534	12				79EROOYuCc		2006-09-13 18:04:02	4Q9bT9BQ	" Jim-san, 

It seems like that everybody wants BBSPINK to use TORU's script."
12	erobbs	1158087534	13		Jim		6P7QkQf8Ys	＠Apparently admin	2006-09-13 18:04:44	???	 >>11 Yes it is to late we will not use anything from Toru again.
13	erobbs	1158087534	14				79EROOYuCc		2006-09-13 18:06:25	4Q9bT9BQ	 but that means that all of our systems are going to be gone away.
14	erobbs	1158087534	15		名無し編集部員	sage			2006-09-13 18:06:27	byvXcSBf	" >>13 
それを利用者が望んでいても？"
