	board	thread_no	post_no	subject	author	email	tripcode	capcode	date	user_id	body
0	erobbs	1202891905	1	Let's talk with Jim-san. Part9		sage	SEVEN/xSuE		2008-02-13 17:38:25	b1H79u/z	" Let's talk with Jim-san , who is the manager of bbspink.com. 
If you can write your questions or some other things in English, 
please write them in English. 

Since Jim-san is very kind, 
so that in case you get spelling error, 
or write in incorrect grammar, 
he will be able to understand what you want to say. 

Those who cannot understand English may write them in Japanese. 
Accommodating persons will translate for you. 

このスレッドは、ピンクちゃんねるの管理人さんのジムさんと 
英語でお話しようスレです。 
英語できる人は、できれば英語で書いてくださいな。 
ジムさんは、とってもやさしいので 
文法とか単語のつづりが「かなり間違っている」英語でも 
きっとわかってくれますよん。 

英語はどうしても無理、って人は日本語でどうぞ。 
こちらもご利用ください。 
Translation／レス英訳・和訳スレ 
http://set.bbspink.com/test/read.cgi/erobbs/1198773496/ 

Jim-san cap handle. 
Jim ◆6P7QkQf8Ys ＠Apparently admin ★ 

A previous thread 
Let's talk with Jim-san. Part8 
http://set.bbspink.com/test/read.cgi/erobbs/1198689181/"
1	erobbs	1202891905	2		チェリー隊長	チェリー隊長	s4I3qxKxHQ		2008-02-13 17:39:06	UPD6mPEd	 (  ・∀・)ノ２ゲット
2	erobbs	1202891905	3		名無し編集部員	sage			2008-02-13 19:57:41	MxXQCovl	" >>1 
ナナさん乙です。 
Nana-san, good job I appreciate it."
3	erobbs	1202891905	4			sage	79EROOYuCc		2008-02-13 21:30:25	k2f81N3F	 スレたてお疲れ様です　ありがとうございます。
4	erobbs	1202891905	5		Jim		6P7QkQf8Ys	＠Apparently admin	2008-02-13 22:57:18	???	 I will take my car to the shop today. It is time for a tune-up.
5	erobbs	1202891905	6			sage	...//k/heA		2008-02-14 01:33:03	bTQid/mW	" ６getは、サザエでございま〜す！ 
　　　 　　 (⌒Y⌒Y⌒) 
　　　　　／＼＿＿／　 
　　　　/　 ／　　　　＼ 
　　　 / ／ ⌒　　　⌒ ＼ 
　（⌒ /　　　(･)　　(･)　 |　　　 ∧ 
　（　　(6　　　　　　つ　 ｜　　 |　￣ヨ 
　（　｜　　　　＿＿＿ 　| 　 ／　　 ヨ 
　　　 ＼　　　＼＿/　／　／　／￣ 
　　　　　＼＿＿＿_／　／　／"
6	erobbs	1202891905	7		チェリー隊長		YQDDE2COoU		2008-02-14 01:50:36	2ZY2Q4yu	" >>5 
I don't have a car． 
Please give me chocolate. 
From Hiroshima with love. 
Hiroshima is famous to Atomic Bomb Dome."
7	erobbs	1202891905	8		Jim		6P7QkQf8Ys	＠Apparently admin	2008-02-14 08:24:01	???	" >>7 Chocolate is for boys on Valentines day. Nobody gave me chocolate 
this year...:( I would like to visit Hiroshima someday. My grandfather 
helped build the B-29. I guess that sounds bad, but that is a long time 
ago now. It is so terrible and thankfully in the past. Here is a 
photo gallery from Hiroshima then. 
http://mdn.mainichi.jp/photospecials/graph/080204hiroshima/1.html"
8	erobbs	1202891905	9		チェリー隊長		YQDDE2COoU		2008-02-14 09:45:07	2ZY2Q4yu	" >>8 
My grandfather was Japanese army. 
He went to any countries to kill such a many people. 
His left sholder had been shoot by enemy. 
He showed me the scar. 
If we torelate war,our children will be next. 

Peace and love."
9	erobbs	1202891905	10		Jim		6P7QkQf8Ys	＠Apparently admin	2008-02-14 10:18:51	???	 >>9 はい　そう　です
10	erobbs	1202891905	11		Jim		6P7QkQf8Ys	＠Apparently admin	2008-02-14 16:40:58	???	 おやすみ　なさい
11	erobbs	1202891905	12		チェリー隊長	７段闇３段	YQDDE2COoU		2008-02-14 18:59:34	2ZY2Q4yu	" >>11 
(  ・∀・)ノおやすみなさいお"
12	erobbs	1202891905	13		名無し編集部員	sage			2008-02-14 19:39:24	1LOE7ANb	" >I guess that sounds bad, but that is a long time 
>ago now. It is so terrible and thankfully in the past. 

Dont worry, we're not stupid to say alot about what happened in WWII. 
Everyone is bad, nobodys good. 
But SOME COUNTRIES really care about these problems... 
I just wonder why."
13	erobbs	1202891905	14		Jim		6P7QkQf8Ys		2008-02-15 04:23:45	xPTfFh9a	" >>13 Yes some are, and I think those countries have other political 
intentions than just remembering the past. It is the same thing with 
the crime that was committed by the Marine in Okinawa. The crime 
rate among the Marines there is 7 times lower than the general population of Okinawa. 
However the prime property is leased and controlled by the Air Force and Marines there. 
Could it be that real estate interests are actually the reason for trying 
to get the US off of Okinawa and the crime is just the vehicle for pushing this? 
It is a shame since the Russians seem to be interested in Japan again. 
Didn't a bomber just fly over Japan by mistake the other day? 
The US defends Japan since ww2 when Japan was forced to no longer have a military  
that had any offensive capability. If the Marines are forced to go to Guam instead 
of staying in Okinawa, I think it makes Japan that much less prepared for calamity in the future."
14	erobbs	1202891905	15		名無し編集部員				2008-02-15 20:19:28	q11poW6Y	" >>14 
There was a posting which says ""I had my money stolen by a sex worker"" in BBS PINK.  
And everyone who read the thread can identify who is she and where she works for easily.  
http://qiufen.bbspink.com/test/read.cgi/nuki/1199536811/89 

I requested to delete it in the absence of proof.  
But deleters declined.  

Japanese law prohibits committing libel regardless of whether it is true.  
Don't we need to delete the posting?  
Let me hear your candid opinion , Jim-san."
15	erobbs	1202891905	16		Jim		6P7QkQf8Ys	＠Apparently admin	2008-02-16 00:21:09	???	 Good morning
16	erobbs	1202891905	17		名無し編集部員	sage			2008-02-16 00:27:54	hq5xHeTQ	" 　　 　　 ●　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　● 
　　　　●　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　● 
　　　●　　　●　●　●　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　 ● 
　　 ●　　　　 　●●　 　　　　　　　　　　　　　　　　　　　　　　 　　　　　　　　　 　●　　　　● 
　　 ●　　　●●●●●　　　●　　　　　　 　　　　　　　　　　　●　　　　　　　　　●　　　　●　ぐどもにん 
　　 ●　　　　　 ●●　　　　　　　　　　●　　　　　　　●　　　　　 　　 　　　　　　●　　　　● 
　　　●　　　●　●　●　　　　　　　●　　　　●　 　　 ●　　　　　　　 　　　　　●　　　　● 
　　　　●　　　　　　　　　　　　　　　 ● 　　 　●　　　　●　　　　　　　 　 　　　●　　　 ● 
　　　　　●　　　　　　　　　　　　　　　　●●●　●●● 　　　　 　　　 　　 　● 　　　●"
17	erobbs	1202891905	18		チェリー隊長	７段闇３段	YQDDE2COoU		2008-02-16 23:14:21	m4IrkkCN	" >>16 
(  ・∀・)つhttp://venus.bbspink.com/test/read.cgi/megami/1203164561/ 
(  ・∀・)ノHi Jim.It is my new thread."
18	erobbs	1202891905	19		13	sage			2008-02-17 03:45:26	ENK7Em1j	 test
19	erobbs	1202891905	20		13	sage			2008-02-17 03:45:43	ENK7Em1j	" >>14 
The possibility of ""that real estate interests are actually the reason for trying 
to get the US off of Okinawa and the crime is just the vehicle for pushing this"" is, 
I think pretty high. Many japanese thinks that since we have the ""Self-Defence Army"", 
we can protect ourselfs. But actually not, since they are not trained enough against war."
