	thread_no	post_no	subject	author	tripcode	capcode	date	user_id	body
0	1083466372	1	Let's talk with Jim-san	この英語も相当ひどいので気にしないでくれ！			2004-05-02 11:52:00		" Let's talk with Jim-san , who is the manager of bbspink.com. 
If you can write your questions or some other things in English, 
please write them in English. 

Since Jim-san is very kind,  
so that in case you get spelling error,  
or write in incorrect grammar,  
he will be able to understand what you want to say. 

Those who cannot understand English may write them in Japanese. 
Accommodating persons will translate for you. 

このスレッドは、ピンクちゃんねるの管理人さんのジムさんと 
英語でお話しようスレです。 
英語できる人は、できれば英語で書いてくださいな。 
ジムさんは、とってもやさしいので 
文法とか単語のつづりが「かなり間違っている」英語でも 
きっとわかってくれますよん。 

英語はどうしても無理、って人は日本語でどうぞ。 
親切な人がきっと翻訳してくれます。 

※原則下げ進行でよろしこ"
1	1083466372	2		pinkななしさん			2004-05-02 12:31:00		" >>1 
otsu-death"
2	1083466372	3		1			2004-05-02 13:27:00		" >>2 
you got 2 
Do you have any questions? 

*Pronunciation of 'death' is the same as 'desu '.in Japanese."
3	1083466372	4		1			2004-05-02 13:31:00		 sorry, I bumped up this thread.
4	1083466372	5		2			2004-05-02 14:14:00		" >>3 
Umm... 
I guess... I had some question, but they have been forgotten. m-- 

>>4 
It may be OK. :-) 
At this BBS, ""sage"" is not the way of sage. ^-^b⌒☆"
5	1083466372	6		pinkななしさん			2004-05-02 17:01:00		 Jimさんにトリップのつけ方の解説をしておく必要はないか？
6	1083466372	7		79	OOPn6vCY		2004-05-03 00:35:00		" >>6 
じゃ、その役割は私がナニします。hehehe"
7	1083466372	8		Jim			2004-05-03 15:24:00		" Death and Desu are not same sound. 
TH and S definately different"
8	1083466372	9		Jim			2004-05-03 15:29:00		" We will have a grand contest soon, to find the prettiest and most fantastic 
ladies on the boards. These girls will have an opportunity to become extremely famous."
9	1083466372	10		pinkななしさん			2004-05-03 15:30:00		" No.6 said that: 
Jim-san need to know how to make his ' trip ' 

No.7 is me. 
I said ' then I am going to tell him '"
10	1083466372	11		pinkななしさん			2004-05-04 17:00:00		" >>10　 
Forgot your trip? 

Jim-san,  
I always thank you for holding bbspink. 
Would you or someone gentle tell me what Cucumber Dance is? 
Describing by AA could be understandable."
11	1083466372	12		pinkななしさん			2004-05-04 18:16:00		" >>11 
you can see something about 'Cucumber Dance' 
in this thread. 

http://aa3.2ch.net/test/read.cgi/mona/1062006555/"
12	1083466372	13		pinkななしさん			2004-05-06 10:55:00		" Thank you! I very much like this cucumber-in-the-nose dance. 
　　　　　　夜勤  
　　　　　 (；´π｀)ノ )) ｻﾊﾞがアクセク  
　　　((／（鯖へ） ))  
　　　　(( く  



　　　　　　　夜勤  
　　　 　 ヽ(´π｀；)ノ　))　ﾙｰﾀがアタフタ､  
　　　　((　（へ鯖）  
　　　　　　 　　＞　))  



　　　　　　　夜勤  
　　　　　　 (；´π｀)>　 きゅうり踊りﾀﾞﾖ〜。  
　　　　((＜（　鯖 ）へ ))  
　　　　　 (( く  

Jim-san doing this...(*´Д`*)ﾊｧﾊｧ 
Well, what do you say ﾊｱﾊｱ in English?"
13	1083466372	14		Jim	7QkQf8Ys		2004-05-06 15:04:00		 super cute cucumber clown!
14	1083466372	15		pinkななしさん			2004-05-06 15:55:00		" 13 名前： pinkななしさん 投稿日： 04/05/06 10:55 
Thank you! I very much like this cucumber-in-the-nose dance.  
　　　　　　夜勤  
　　　　　 (；´π｀)ノ )) ｻﾊﾞがアクセク  
　　　((／（鯖へ） ))    The server is flustered.  
　　　　(( く  



　　　　　　　夜勤  
　　　 　 ヽ(´π｀；)ノ　))　ﾙｰﾀがアタフタ､  
　　　　((　（へ鯖）          The router is flurried. 
　　　　　　 　　＞　))  



　　　　　　　夜勤  
　　　　　　 (；´π｀)>　 きゅうり踊りﾀﾞﾖ〜。  
　　　　((＜（　鯖 ）へ ))  I can only dance the cucumber dance. 
　　　　　 (( く  

Jim-san doing this...(*´Д`*)ﾊｧﾊｧ  
Well, what do you say ﾊｱﾊｱ in English?"
15	1083466372	16		ZAQ	cZL1R1R.		2004-05-07 04:15:00		 Jim-san needs to study Japanese. :-)
16	1083466372	17		Jim	7QkQf8Ys		2004-05-07 14:46:00		 yes I did cucumber dance 15 hours today...;)
17	1083466372	18		pinkななしさん			2004-05-07 15:35:00		" >>17 
otsu-desu"
18	1083466372	19		Mumumu	MUMUMU4w		2004-05-08 05:26:00		" >>17 
Your cucumber dance is so much effective. 
All 2ch users, including me, thank for your great work. 

BTW, 2ch users are called 'Ni-channeler' in Japan. 
So, I am also one of Ni-channers."
19	1083466372	20		Mumumu	MUMUMU4w		2004-05-08 05:31:00		" Oh, just I did mistake typing. 

'Ni-channers' is wrong, 'Ni-channelers' is correct. Sumimasen."
20	1083466372	21		pinkななしさん			2004-05-10 16:02:00		" >>15 
Thank you for your good transalation. 
>>Jim-san 
Thank you for your hard cucumber dance.  

79-san, are you here? 
I would like ""Let's do the cucumber dance with Jim-san"" movie 
as one of the contents of the bbspink-book DVD!"
21	1083466372	22		pinkななしさん			2004-05-10 16:09:00		 ↑　I mean if only Jim-san says yes....
22	1083466372	23		79	OOPn6vCY		2004-05-10 21:55:00		" >>21 
I cannot imagine how it is , the real 'cucumber dance ' （^ ^ ； 
but I am going to ask Jim-san. 

what kind of music can you imagine? （^ ^ ；"
23	1083466372	24		Jim	7QkQf8Ys		2004-05-10 23:16:00		" Linkin Park has a song I like that would be good. 
One Step Closer 

""I can't take this anymore.  
Saying everything I said before. 
All these words they make no sense.  
I've found bliss in ignorance. 
The less I hear the less you say.  
You'll find that out anyway.  
Everything you say to me takes me takes me one step closer the edge,  
and I'm about to break."" 
It is rough hard rock and roll, and the words are somewhat appropriate."
24	1083466372	25		79	OOPn6vCY		2004-05-11 18:23:00		 Linkin Park is also famous as their geeky but cool melody.
25	1083466372	26		pinkななしさん			2004-05-13 15:46:00		" Sounds wonderful! 
Now, who will be a dancer or a coleographer? 

...KABA.-chan, for instance?"
26	1083466372	27		Jim	7QkQf8Ys		2004-05-16 09:14:00		 Soon there will be reboot girls, they will be the dancers and coreographers.
27	1083466372	28		翻訳してあげます			2004-05-18 13:42:00		" リブートガール（reboot girls）という人たちが 
もうすぐ来るそうですよ。 

To Jim-san: 
↑This is just a translation of Jim-san's posting. 

ちなみに、ライブカメラは 
http://www.pacificinternetexchange.com/?page=about"
28	1083466372	29		pinkななしさん			2004-05-23 18:10:00		" I can't see any reboot girls... 
ヽ(｀Д´)ノ ｳﾜｧｧｧﾝ  

Are they like Spice Girls or something?"
29	1083466372	30		Jim	7QkQf8Ys		2004-05-24 13:27:00		" Better than spice girls. We started interviewing today. 
We will find the right technically savvy and super cute girls for 
the job."
30	1083466372	31		Esmeralda			2004-05-25 00:50:00		" I can not see WEBCAM at PIE. 
I hope to exchange to QT or WMP WEBCAM, Please."
31	1083466372	32		pinkななしさん			2004-05-25 02:45:00		" Jim 
cobra2246 is down! 
please reboot for cobra2246."
32	1083466372	33		pinkななしさん			2004-05-25 03:23:00		" >>32 
場違いなやつ……。帰れよ。"
33	1083466372	34		Jim	7QkQf8Ys		2004-05-25 10:47:00		" Cobra2246 was rebooted. Webcam will change in June. 
Looking forward to new webcam system in place."
34	1083466372	35		名無しさん＠お腹いっぱい。			2004-06-10 21:44:00	V/yWKPmR	" 35 名前：79 ◆OOPn6vCY[sage] 投稿日：04/05/27 18:20 
To everyone; 
This bbbs will be soon replaced to bbspink contents. 
Thank you Jim san and Satoru. 

36 名前：pinkななしさん[sage] 投稿日：04/05/28 17:11 
>>35 
I will wait for your notice. 

Jim-san, you are always our hero. Thank you very much! 

37 名前：79 ◆OOPn6vCY[sage] 投稿日：04/05/28 21:15 
>>36 
Sorry, I have to apologize to you, 
butI really have no time to do now, 
I am crazily busy now, cannot go home, cannot sleep. 

Next deadline is June 2th, so after that, I will be able to do 
something, we will be able to go to the next step. 
So would you please wait for a while?"
35	1083466372	36		名無しさん＠お腹いっぱい。			2004-06-10 21:45:00	V/yWKPmR	" 38 名前：pinkななしさん[sage] 投稿日：04/06/01 15:23 
79-san, 
Mou man tai! 
Please take good care of yourself. 

39 名前：pinkななしさん[sage] 投稿日：04/06/02 21:34 
The image of Jim in my brain. 
sunglass, sigar, and bighearted 
The truth has appeared in 2ch+ volume7. 

　　　　　　　　 (？∀？-)　HAHAHAHA 
　　　　　　 ~~-m　i 　J 
　　　　　　.　　　し' `Ｊ 

　　　　ピロリ 
　　ヽ（；´Д｀）ノ ttp://qb5.2ch.net/test/read.cgi/operate/1084429098/577　　　 ∧ ∧ 
　　 　（　 　 ）　　　　　　　　　　　　　　　 Let's attempt to look forward to Jim.　 (´∀｀　) 
　　　 く　 　＞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　 .と　ひ つ 
　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　し' `Ｊ 
　　　　　　　　　　　 (-？∀？)　hehehehe 
　　　　　　　　　 ~~-m　i 　J　　no problem. I am black hat today. 
　　　　　　　　　.　　　し' `Ｊ 
reference 
http://qb5.2ch.net/test/read.cgi/operate/1084429098/577,887-933 
http://qb5.2ch.net/test/read.cgi/operate/1085495276/700 

40 名前：pinkななしさん[sage] 投稿日：04/06/02 21:46 
BBS_UNICODE=change　　　_|￣|○ 
s/?/& #9600;/g 


--------------- 
ここまでコピペ"
36	1083466372	37		名無しさん＠お腹いっぱい。			2004-06-11 10:37:00	c1NnEiIM	" Will Jim-san come to bbspink? 
I long for him."
37	1083466372	38		79	79EROOYuCc		2004-06-11 15:40:00	+BgikniW	" >>37 
He will be back soon.（・∀・）"
38	1083466372	39		Jim	6P7QkQf8Ys		2004-06-11 16:04:00	Nwzr6xb5	" These are things from the old board, that I really liked, and want to save. 
It makes me very happy to see them."
39	1083466372	40		Jim	6P7QkQf8Ys		2004-06-11 16:05:00	Nwzr6xb5	" 39 名前：pinkななしさん 投稿日：04/06/02 21:34 
The image of Jim in my brain.  
sunglass, sigar, and bighearted  
The truth has appeared in 2ch+ volume7.  

　　　　　　　　 (？∀？-)　HAHAHAHA  
　　　　　　 ~~-m　i 　J  
　　　　　　.　　　し' `Ｊ  

　　　　ピロリ  
　　ヽ（；´Д｀）ノ ttp://qb5.2ch.net/test/read.cgi/operate/1084429098/577　　　 ∧ ∧  
　　 　（　 　 ）　　　　　　　　　　　　　　　 Let's attempt to look forward to Jim.　 (´∀｀　)  
　　　 く　 　＞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　 .と　ひ つ  
　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　し' `Ｊ  
　　　　　　　　　　　 (-？∀？)　hehehehe  
　　　　　　　　　 ~~-m　i 　J　　no problem. I am black hat today.  
　　　　　　　　　.　　　し' `Ｊ  
reference  
http://qb5.2ch.net/test/read.cgi/operate/1084429098/577,887-933 
http://qb5.2ch.net/test/read.cgi/operate/1085495276/700 


40 名前：pinkななしさん 投稿日：04/06/02 21:46 
BBS_UNICODE=change　　　_|￣|○  
s/?/& #9600;/g"
40	1083466372	41		名無しさん＠お腹いっぱい。			2004-06-11 16:09:00	c1NnEiIM	" Thank you for your quick response, 79-san!  
I am so happy to hear that."
