	board	thread_no	post_no	subject	author	email	tripcode	capcode	date	user_id	body
0	erobbs	1393089656	1	Let's talk with Jim-san. Part25	名無し編集部員	sage			2014-02-23 02:20:56	RTpgHCNx	" このスレは、ピンクちゃんねる管理人改め2ch新管理人のジムさんと英語でお話しようスレです 
英語できる人はできれば英語で書いてくださいな。 
ジムさんはとってもやさしいので、文法とか単語のつづりが「かなり間違っている」英語でも 
きっとわかってくれますよん。 
念のため日本語の原文を添えてもらえれば状況に応じて支援あるかも 

英語はどうしても無理、って人は日本語でどうぞ。 
文法が整っている簡単な日本語は、ジムさんが翻訳して読んでくれます。 

※:機械翻訳だけを書いても意味不明な場合がほとんどです。 
　　機械翻訳の場合日本語を添えると優しい人が翻訳してくれるかもしれません。 

Jim-san cap handles; 
xerxes.maido3.net＠Apparently admin ★ 
酉割れの話もあるので現在はvip40011.maido3.netや 
111.68.39.236(111.68.36.0/22)などでホンモノ表示を行っています。 

prev. thread 
Let's talk with Jim-san. Part24 
http://pele.bbspink.com/test/read.cgi/erobbs/1392988791/"
1	erobbs	1393089656	2		名無し編集部員	sage			2014-02-23 02:22:29	RTpgHCNx	" 適当にここらにもかきこしる 

【雑談】Let's cheer to Jim-san【応援】 
http://pele.bbspink.com/test/read.cgi/erobbs/1284028058/ 

言いたいことだけ言って立ち去るスレッドPART16 
http://pele.bbspink.com/test/read.cgi/erobbs/1377422373/ 

Jimさん関連の雑談所 
http://pele.bbspink.com/test/read.cgi/erobbs/1392979910/ 

Jimさんたちにお願いごとをするスレ。1陳情目 
http://pele.bbspink.com/test/read.cgi/erobbs/1392905889/ 

wiki(とりあえず、勝手に書き込んだりまとめたりできるとこ) 
http://www59.atwiki.jp/bba1267b7d7de26b/"
2	erobbs	1393089656	3		名無し編集部員	sage			2014-02-23 02:23:47	K4UUHXIG	" http://www.jimisbad.com/ 

ジムさんの募金受付 

$1 $10 $1000 その他で募金可能です。 

$100はチェック欄に無いので注意"
3	erobbs	1393089656	4		名無し編集部員	sage			2014-02-23 02:24:07	W0qLbeOh	" ■vote counting result■ 

ニュー速VIPLR変更議論周知の為の名前欄変更投票 
http://kohada.2ch.net/test/read.cgi/vote/1393079350/ 

Less total number: 1000 
Enable Number of votes: 625 
Favor: 608 
Opposite: 17 
Disabled: 375 

■ The name of desired number 
Name vote 
420　以下、転載禁止でVIPがお送りします 
090　以下、転載禁止でVIPがお送りします@LR変更議論中 
017　以下、アフィサイト転載禁止でVIPがお送りします 
014　LR変更議論中@VIP転載禁止 
013　以下、転載禁止でVIPがお送りします｣ 
010　(空白) 
005　以下、転載禁止でVIPがお送りしますお（＾ω＾） 
004　以下、転載禁止でVIPがお送りします。 
034　Other"
4	erobbs	1393089656	5		p1161-ipbfp1702osakakita.osaka.ocn.ne.jp				2014-02-23 02:25:04	JIaQAHRU	" こんにちは、Jim-san。 
わたしは「なんでも実況J」から来ました。 
私達は「ニュー速VIP」のように転載禁止を実現するために、ローカルルールに転載禁止を盛り込むための投票を行いました。 
これは名前欄を変更するものではなく、ローカルルールに転載禁止を書くことに賛成または反対の意見を求めた投票です。 
このスレッドは有志によって計画されました。しかし、まとめブログの妨害者によりスレッドが建てられてしまい、妨害者に投票無効の宣言をされてしまいました。 
しかし、多くの「なんでも実況J」の住人はこのことに気づかず投票したため、住民の総意が得られています。 
この投票を有効として認めてもらえないでしょうか。 

なんでも実況JLR変更投票 
http://kohada.2ch.net/test/read.cgi/vote/1393081500/ 

また、このことがあったため、再投票が行われています。 
こちらのスレッドも見てください。 
なんでも実況JLR変更投票←再投票中 
http://kohada.2ch.net/test/read.cgi/vote/1393084198/"
5	erobbs	1393089656	6		名無し編集部員				2014-02-23 02:27:19	zFjPoQ70	 さんざんスクリプト爆撃かまして来た連中の思惑通りか
6	erobbs	1393089656	7		p1161-ipbfp1702osakakita.osaka.ocn.ne.jp				2014-02-23 02:30:25	JIaQAHRU	" >>5 in self-translate 【alter the wording】 

Hello jim-san. 
Sorry bad English. 
I come from Nandemo jikkyou J 
We want to block unauthorized copying, and we voted for/against the proposal. 
This is not ""to change name"" but ""to change Local Rules"" 
Voting thread planned by a volunteer, but this thread made by a heckler(afilliater?). 
The heckler said ""I cancel this thread and all the votes are  invalid."" 
Most of people in Nandemo jikkyou J didnt know this, so this vote have their general opinion. 
Please admit this vote. 

なんでも実況JLR変更投票 
http://kohada.2ch.net/test/read.cgi/vote/1393081500/ 

Because of that things, we are revoting this thing. 
Please see this thread. 
なんでも実況JLR変更投票←再投票中 
http://kohada.2ch.net/test/read.cgi/vote/1393084198/"
7	erobbs	1393089656	8		無銘	sage	r8dzmuHmmn8x		2014-02-23 02:37:40	uJOyYNEJ	" Jimさんに直接に何かを言いたいわけではないけど、Jimさんに関連する雑談がしたい方はこちらへ。 
Jimさん関連の雑談所 
http://pele.bbspink.com/test/read.cgi/erobbs/1392979910/"
8	erobbs	1393089656	9		名無し編集部員				2014-02-23 02:42:49	+xlt3gP1	" to Jim 

Hayabusa's voting was hi-jacked by an obstructive. 
He disguised himself as our voting directer (res number 1) and said 'this voting is invalid !' at (res number 994). 
All we couldn't tell him from our voting directer. 
But voting progress was very smooth and got the result ...'' agree over800 - disagree 15 '' 
We decided to ban reproduction without any permission *[in livejupiter].  
We want to leave that to your judgment. 

http://kohada.2ch.net/test/read.cgi/vote/1393081500/　(hi-jacked high attention: first try) 
http://kohada.2ch.net/test/read.cgi/vote/1393081500/994 
http://kohada.2ch.net/test/read.cgi/vote/1393084198/  (low attention: restart) 

sincerely  

from ppl of the Wind"
9	erobbs	1393089656	10		名無し編集部員	sage			2014-02-23 02:49:06	r5li7Kex	" ジムさんへ 
悪文失礼します。 
私は新投票システムに忍者レベル制限・反対者さらし上げ対策やクッキー制作板制限(投票対象でない場合拒絶する)などの新機構を設ける事が必要と考えます。何故なら今の投票システムは組織票に脆弱であり、 
合意形成無しに簡単に板の乗っ取りが出来てしまっているからです。合意形成こそが住民自治の基本であり、皆が寝ている真夜中に乗っ取りを謀るのは民主的ではありません。 
どうかよろしくお願いします。 

翻訳よろしくお願いします。"
