	board	thread_no	post_no	subject	author	email	tripcode	capcode	date	user_id	body
0	erobbs	1394366678	1	Let's talk with Jim-san. Part30	名無し編集部員	sage			2014-03-09 21:04:38	1WEw5izu	" このスレはピンクちゃんねるCEOで現2ch掌握者、ジムさんと英語でお話しようスレです 
英語できる人はできれば英語で書いてくださいな 
ジムさんはとってもやさしいので、文法とか単語のつづりが「かなり間違ってる」英語でも 
きっとわかってくれますよん 
念のため日本語の原文を添えてもらえれば状況に応じて支援あるかも 

英語はどうしても無理って人は日本語で 
文法が整ってる簡単な日本語はジムさんが翻訳して読んでくれます 

※:機械翻訳だけを書いても意味不明な場合がほとんどです 
　　機械翻訳の場合日本語を添えると優しい人が翻訳してくれるかもしれません 
※.立派な英文投函される方も日本語で本意を示しておくことを推奨(蚊帳の外ゲーム強行?) 

Jim-san cap handles; 
xerxes.maido3.net＠Apparently admin ★ 
酉割れの話もあるので現在はvip40011.maido3.netや 
111.68.39.236(111.68.36.0/22)などでホンモノ表示を行っています 

prev. thread 
Let's talk with Jim-san. Part29 
http://pele.bbspink.com/test/read.cgi/erobbs/1394092843/ 

ピンクちゃんねるCTO、Code Monkeyさんとお話ししたい方はこちらのスレで 
Let's talk with Code Monkey-san Part.2 
http://pele.bbspink.com/test/read.cgi/erobbs/1394106710/"
1	erobbs	1394366678	2		名無し編集部員	sage			2014-03-09 22:57:17	k/92KHJy	" 1000 自分：名無し編集部員[sage] 投稿日：2014/03/09(日) 22:54:53.24 ID:k/92KHJy 
>>993 want to help Jim-san by telling the risk of illegal posts. 

But Jim-san is kidding >>993. Bad communication ! 

Japanese police are tring to delete 2ch itself because they think 2ch is place of ''BAD'' 
Every year, many people are arrested by illegal post at 2ch. 
And police have complaint to 2ch because 2ch don't move soon (deleter don't move). 


実質前スレの993はジムに助言してんのに、ジムはその善意にツバをかけてる 
日本の警察は２ｃｈを悪の巣窟みたいに考えてて、潰す気マンマン。 
デリーターの動きが遅い、とかそのへんから切り口作ってきてるのにどうすんのよさ"
2	erobbs	1394366678	3		名無し編集部員	sage			2014-03-09 23:00:10	dg+YD4oy	" >>2 
そりゃ口だけで潰す潰す言うなら誰にでも出来るからね 
しかるべき手続きを踏まないと対応出来ないって"
3	erobbs	1394366678	4		名無し編集部員	sage			2014-03-09 23:01:06	L+ZYXaER	" jimさん 

atwiki関連のサーバーから盗んだ違法データへのリンクや 
抜き取った個人情報のばらまきは 
●の時と全く同じ流れ 

2chと関係ないふりをしていないで 
レスをこまめに消していかないと 
浪人への不信感が増すと思うよ"
4	erobbs	1394366678	5		名無し編集部員				2014-03-09 23:01:08	3HF8LNwh	" > 996 ：Apparently admin ★ ：2014/03/09(日) 22:40:50.76 ID:??? 
> It looks like we will exceed 2.4 million 
> posts today. Things are getting better.  

3/02 Sun 2,612,432 
2/16 Sun 2,742,896 
2/09 Sun 2,663,775"
5	erobbs	1394366678	6		名無し編集部員	sage			2014-03-09 23:03:20	RRqucJO6	" Hey Jim 
Come on !! 

Let's talk with Jim-san in dejima. 
http://uni.2ch.net/test/read.cgi/dejima/1394275182/"
6	erobbs	1394366678	7		名無し編集部員	sage			2014-03-09 23:04:53	kfTK0Lvz	" >>2 
これに二回レス付けてるからなんか関係あんじゃね"
7	erobbs	1394366678	8		名無し編集部員	sage			2014-03-09 23:10:38	I5JGQvZ1	" >>4 
既視感あると思ったらウンコのときとまるっきり一緒だな 
まあクレカとか住所漏れてないだけマシだけど"
8	erobbs	1394366678	9		名無し編集部員	sage			2014-03-09 23:13:51	dt/G+BQq	" Hi Jim 

Although the number of accesses does not become fewer but it is increasing rather,  
it is only increasing temporarily by this disturbance.  
A new person may not come and it may decrease in the long run.  

ジムさんへ 

アクセス数は減っているどころかむしろ増えてるけど 
それはこの騒動で一時的に増えてるだけです 
新しい人が来ず、長期的には減るかもしれない"
9	erobbs	1394366678	10		名無し編集部員	sage			2014-03-09 23:14:44	L+ZYXaER	" >>8 
なんかこれ関連のスレにwiki所持者の？クレカと住所貼るマルチ沸いてるから言いに来たんだ 
どっちにしろやばいし"
